sale_id,store_id,employee_id,product_id,customer_id,quantity,sale_date,unit_price,discount_pct,payment_method,notes,promo_code,cost_price,sales_amount,cost_amount,profit,margin_pct
6443,9,52,1025,162,3,15/02/2025,191.05,7.6,Cash,Loyalty tier discount applied,,104.33,573.1500000000001,312.99,260.1600000000001,45.391258832766304
6447,10,101,754,90,2,26/08/2025,273.27,28.6,Debit Card,Price matched to competitor flyer,,107.53,546.54,215.06,331.47999999999996,60.65063856259377
6450,11,12,883,136,4,18/11/2024,249.14,30.9,Cash,Promo code LOYALTY20 applied at checkout,CODE,115.11,996.56,460.44,536.1199999999999,53.797061892911614
6452,9,37,3798,24,2,27/04/2025,19.38,11.5,Online,Promo code SAVE10 applied at checkout,CODE,13.3,38.76,26.6,12.159999999999997,31.37254901960784
6453,10,75,1735,53,1,02/06/2025,285.39,31.6,Credit Card,Loyalty tier discount applied,,106.28,285.39,106.28,179.10999999999999,62.75973229615614
6455,10,38,3583,98,1,05/12/2024,94.0,22.4,Credit Card,,,56.67,94.0,56.67,37.33,39.712765957446805
6457,10,39,3100,426,2,30/11/2024,134.0,24.2,Debit Card,,,51.25,268.0,102.5,165.5,61.75373134328358
6458,12,60,376,126,1,26/01/2025,19.55,3.5,Cash,,,10.96,19.55,10.96,8.59,43.9386189258312
6465,10,39,186,24,4,01/08/2025,253.91,24.0,Online,Promo code WELCOME15 applied at checkout,CODE,111.87,1015.64,447.48,568.16,55.941081485565746
6466,11,12,1257,137,3,18/05/2025,249.92,26.6,Credit Card,Price matched to competitor flyer,,136.75,749.76,410.25,339.51,45.28249039692702
6469,9,24,1233,2,5,18/09/2025,49.76,11.3,Credit Card,Price matched to competitor flyer,,23.26,248.79999999999998,116.30000000000001,132.49999999999997,53.25562700964629
6475,11,81,1302,5,2,30/04/2025,294.02,25.2,Debit Card,Loyalty tier discount applied,,194.1,588.04,388.2,199.83999999999997,33.98408271546153
6477,12,60,3373,164,1,12/01/2025,203.49,8.5,Debit Card,,,136.91,203.49,136.91,66.58000000000001,32.719052533294025
6484,11,97,1253,1279,1,03/04/2025,191.91,26.9,Cash,,,81.94,191.91,81.94,109.97,57.30290240216769
6487,11,12,4729,186,2,02/04/2025,271.77,32.1,Debit Card,Promo code LOYALTY20 applied at checkout,CODE,161.08,543.54,322.16,221.37999999999994,40.72929315229789
6494,11,81,2635,565,5,25/11/2024,71.32,30.6,Credit Card,,,31.42,356.59999999999997,157.10000000000002,199.49999999999994,55.945036455412215
6495,10,75,4428,1416,1,20/05/2025,237.61,27.3,Cash,,,161.09,237.61,161.09,76.52000000000001,32.20403181684273
6496,10,55,695,523,2,10/10/2024,256.57,33.5,Credit Card,Promo code WELCOME15 applied at checkout,CODE,158.89,513.14,317.78,195.36,38.071481467046034
6497,9,106,667,370,1,15/10/2025,147.63,11.6,Cash,Promo code SAVE10 applied at checkout,CODE,163.05,147.63,163.05,-15.420000000000016,-10.445031497663088
6498,10,16,2287,978,5,11/10/2025,65.37,31.5,Cash,Promo code SAVE10 applied at checkout,CODE,27.86,326.85,139.3,187.55,57.381061649074496
6499,10,15,781,34,1,14/10/2025,160.86,30.4,Cash,Loyalty tier discount applied,,96.28,160.86,96.28,64.58000000000001,40.1467114260848
6500,12,60,4292,222,4,24/08/2025,207.77,8.5,Debit Card,,,111.02,831.08,444.08,387.00000000000006,46.56591423208356
6501,12,60,3531,216,2,29/05/2025,89.26,11.0,Debit Card,,,53.1,178.52,106.2,72.32000000000001,40.51086712973336
6502,9,106,4369,363,1,27/10/2024,56.27,6.9,Credit Card,Promo code SAVE10 applied at checkout,CODE,31.17,56.27,31.17,25.1,44.60636218233517
6503,12,108,4776,174,1,10/05/2025,185.53,11.8,Online,Promo code SEASON25 applied at checkout,CODE,101.8,185.53,101.8,83.73,45.130167627876894
6505,9,52,379,1049,1,09/11/2025,75.26,5.7,Credit Card,,,48.88,75.26,48.88,26.380000000000003,35.05182035609886
6510,12,108,2904,1103,4,04/06/2025,155.8,8.6,Online,Promo code LOYALTY20 applied at checkout,CODE,76.2,623.2,304.8,318.40000000000003,51.09114249037228
6512,9,2,746,1091,2,16/10/2024,152.85,6.9,Debit Card,,,56.05,305.7,112.1,193.6,63.33006215243703
6514,10,87,2053,229,2,09/05/2025,97.5,31.4,Cash,Promo code LOYALTY20 applied at checkout,CODE,58.45,195.0,116.9,78.1,40.05128205128205
6517,9,65,354,42,5,10/03/2025,158.84,3.7,Credit Card,,,75.94,794.2,379.7,414.50000000000006,52.19088390833544
6524,11,63,1581,38,2,10/05/2025,102.97,27.0,Cash,,,66.96,205.94,133.92,72.02000000000001,34.97135087889677
6526,11,81,1149,1373,3,05/09/2025,95.09,23.3,Credit Card,Price matched to competitor flyer,,65.02,285.27,195.06,90.20999999999998,31.622673256914496
6527,10,16,2176,133,2,16/05/2025,162.99,26.9,Credit Card,Price matched to competitor flyer,,60.6,325.98,121.2,204.78000000000003,62.81980489600589
6528,10,101,4312,291,2,28/10/2025,152.45,28.2,Credit Card,Promo code SEASON25 applied at checkout,CODE,102.08,304.9,204.16,100.73999999999998,33.04034109544112
6533,10,15,2584,1012,3,04/06/2025,55.42,23.3,Online,,,29.11,166.26,87.33,78.92999999999999,47.47383616023097
6536,10,75,2094,538,1,02/12/2025,114.54,23.6,Debit Card,Promo code LOYALTY20 applied at checkout,CODE,76.1,114.54,76.1,38.44000000000001,33.56032826960015
6540,10,16,4799,142,4,07/12/2025,64.96,32.1,Debit Card,Loyalty tier discount applied,,25.79,259.84,103.16,156.67999999999998,60.29864532019704
6541,12,108,3065,101,3,07/09/2025,10.14,4.7,Debit Card,,,6.15,30.42,18.450000000000003,11.969999999999999,39.3491124260355
6542,11,64,2014,1022,3,05/11/2024,131.51,30.8,Credit Card,Promo code SAVE10 applied at checkout,CODE,47.31,394.53,141.93,252.59999999999997,64.02554938787924
6557,11,64,2383,495,3,25/02/2025,281.1,23.6,Debit Card,,,159.28,843.3000000000001,477.84000000000003,365.46000000000004,43.33689078619709
6562,9,25,225,455,3,14/10/2025,269.53,9.4,Credit Card,Promo code SAVE10 applied at checkout,CODE,136.13,808.5899999999999,408.39,400.19999999999993,49.49356286869736
6564,12,18,1008,124,1,13/05/2025,79.43,11.6,Credit Card,Loyalty tier discount applied,,29.29,79.43,29.29,50.14000000000001,63.12476394309455
6565,12,18,4483,80,2,02/02/2025,59.72,4.1,Cash,,,35.86,119.44,71.72,47.72,39.953114534494304
6567,10,101,979,233,2,14/02/2025,86.84,32.0,Online,,,52.53,173.68,105.06,68.62,39.50944265315523
6569,11,63,4196,369,1,02/06/2025,237.54,33.3,Debit Card,,,144.82,237.54,144.82,92.72,39.0334259493138
6570,12,108,3370,277,1,30/06/2025,190.38,6.6,Debit Card,,,72.23,190.38,72.23,118.14999999999999,62.060090345624545
6571,10,117,56,250,1,12/10/2024,169.58,24.5,Debit Card,,,179.79,169.58,179.79,-10.20999999999998,-6.020757164759983
6572,10,67,3916,112,1,15/05/2025,78.13,28.5,Debit Card,Loyalty tier discount applied,,48.87,78.13,48.87,29.259999999999998,37.45040317419685
6577,9,111,1199,44,1,05/03/2025,256.72,5.4,Online,Promo code SAVE10 applied at checkout,CODE,93.5,256.72,93.5,163.22000000000003,63.57899657214085
6578,9,2,1826,298,2,21/03/2025,107.18,9.5,Credit Card,,,47.87,214.36,95.74,118.62000000000002,55.33681657025566
6579,10,71,3201,1415,3,24/05/2025,119.11,29.8,Cash,Loyalty tier discount applied,,45.16,357.33,135.48,221.85,62.08546721517925
6581,11,97,1618,850,2,26/06/2025,51.81,31.4,Credit Card,Promo code WELCOME15 applied at checkout,CODE,64.99,103.62,129.98,-26.359999999999985,-25.439104419996124
6590,12,93,633,9,5,05/10/2025,67.32,3.3,Debit Card,Promo code SAVE10 applied at checkout,CODE,40.69,336.59999999999997,203.45,133.14999999999998,39.55733808674985
6593,12,102,1444,725,4,26/11/2024,195.67,11.2,Credit Card,Price matched to competitor flyer,,85.18,782.68,340.72,441.9599999999999,56.4675218480094
6603,9,27,3573,1364,5,10/10/2025,28.15,5.9,Cash,,,14.07,140.75,70.35,70.4,50.017761989342816
6606,10,90,1327,1136,2,05/02/2025,144.28,24.0,Online,Price matched to competitor flyer,,99.44,288.56,198.88,89.68,31.078458552813977
6607,9,111,1910,232,1,15/04/2025,48.57,10.1,Credit Card,Price matched to competitor flyer,,61.33,48.57,61.33,-12.759999999999998,-26.271360922380065
6608,12,93,1934,463,1,19/10/2025,283.26,9.6,Credit Card,Price matched to competitor flyer,,109.45,283.26,109.45,173.81,61.36058744616254
6611,12,108,3233,238,3,27/09/2025,200.67,10.3,Credit Card,,,102.63,602.01,307.89,294.12,48.856331290177906
6612,9,65,2160,213,1,22/12/2024,36.44,4.3,Cash,Promo code LOYALTY20 applied at checkout,CODE,21.04,36.44,21.04,15.399999999999999,42.26125137211855
6613,10,117,86,33,1,17/08/2025,227.22,30.5,Online,,,102.12,227.22,102.12,125.1,55.05677317137576
6616,9,61,3802,1399,1,08/12/2024,126.29,3.9,Credit Card,,,58.78,126.29,58.78,67.51,53.45633066751129
6619,12,100,1264,128,1,21/05/2025,275.77,6.0,Cash,,,101.03,275.77,101.03,174.73999999999998,63.36439786778837
6620,10,75,2215,503,5,09/11/2024,194.04,25.4,Debit Card,Promo code SAVE10 applied at checkout,CODE,86.37,970.1999999999999,431.85,538.3499999999999,55.48855905998763
6621,9,61,3892,36,3,15/11/2025,251.04,3.4,Debit Card,Promo code LOYALTY20 applied at checkout,CODE,129.75,753.12,389.25,363.87,48.31500956022944
6622,11,97,543,1478,4,21/08/2025,18.57,31.0,Online,,,9.1,74.28,36.4,37.88,50.99623047926764
6627,11,64,945,594,2,26/09/2025,286.62,25.8,Debit Card,,,143.56,573.24,287.12,286.12,49.91277649849975
6634,11,64,317,290,2,19/09/2025,295.36,22.6,Debit Card,,,135.08,590.72,270.16,320.56,54.265980498374866
6635,9,52,3800,217,3,06/07/2025,55.11,7.5,Debit Card,Promo code WELCOME15 applied at checkout,CODE,27.94,165.32999999999998,83.82000000000001,81.50999999999998,49.30139720558881
6638,9,52,532,206,1,28/10/2025,87.76,7.1,Credit Card,Price matched to competitor flyer,,41.13,87.76,41.13,46.63,53.13354603463992
6639,9,37,186,27,1,23/01/2025,253.91,5.3,Debit Card,,,111.87,253.91,111.87,142.04,55.941081485565746
6643,11,12,2216,1144,3,22/11/2025,263.8,26.9,Credit Card,Loyalty tier discount applied,,175.32,791.4000000000001,525.96,265.44000000000005,33.54056103108416
6646,10,117,64,1,1,14/08/2025,7.08,24.2,Debit Card,Price matched to competitor flyer,,4.14,7.08,4.14,2.9400000000000004,41.525423728813564
6651,11,97,1030,1470,4,27/10/2024,104.1,28.9,Online,,,41.15,416.4,164.6,251.79999999999998,60.47070124879923
6654,11,97,770,201,1,12/05/2025,271.96,33.6,Cash,,,127.14,271.96,127.14,144.82,53.25047801147228
6666,12,93,1183,112,3,02/11/2025,209.91,8.7,Credit Card,Loyalty tier discount applied,,117.66,629.73,352.98,276.75,43.94740603115621
6667,12,60,2534,298,1,31/05/2025,181.77,7.5,Online,,,84.23,181.77,84.23,97.54,53.66122022335919
6668,10,101,2785,82,1,27/05/2025,255.81,29.3,Debit Card,Loyalty tier discount applied,,312.15,255.81,312.15,-56.339999999999975,-22.02415855517766
6672,9,51,2888,219,2,10/08/2025,293.62,3.9,Cash,,,124.13,587.24,248.26,338.98,57.72426946393298
6675,12,100,3087,426,2,30/06/2025,44.39,5.9,Debit Card,,,21.32,88.78,42.64,46.14,51.971164676728996
6677,9,6,2267,104,3,29/08/2025,21.42,4.0,Credit Card,,,12.62,64.26,37.86,26.400000000000006,41.08309990662932
6681,12,60,3997,1141,3,21/02/2025,298.25,9.1,Cash,,,212.63,894.75,637.89,256.86,28.707460184409054
6683,11,81,3610,798,4,02/05/2025,107.15,26.0,Debit Card,Promo code SAVE10 applied at checkout,CODE,60.84,428.6,243.36,185.24,43.219785347643494
6684,11,81,1487,133,1,05/08/2025,233.91,29.8,Online,Promo code SEASON25 applied at checkout,CODE,142.19,233.91,142.19,91.72,39.211662605275535
6685,12,36,4068,1104,5,01/05/2025,256.26,8.5,Credit Card,,,149.3,1281.3,746.5,534.8,41.73885897135721
6689,9,25,2608,744,5,27/06/2025,54.02,5.5,Credit Card,Promo code WELCOME15 applied at checkout,CODE,31.76,270.1,158.8,111.30000000000001,41.20696038504258
6693,10,15,2643,1500,5,19/01/2025,288.79,23.3,Cash,,,191.36,1443.95,956.8000000000001,487.15,33.73731777416115
6694,11,81,2467,968,2,06/08/2025,28.94,30.6,Debit Card,,,18.65,57.88,37.3,20.580000000000005,35.55632342778163
6698,12,93,4953,575,2,13/10/2025,283.48,6.7,Online,,,151.89,566.96,303.78,263.18000000000006,46.41950049386201
6701,11,44,4521,1,1,22/11/2024,205.87,28.0,Debit Card,Price matched to competitor flyer,,130.93,205.87,130.93,74.94,36.40161266818866
6703,11,64,4080,79,5,29/12/2024,7.89,32.5,Credit Card,,,3.69,39.449999999999996,18.45,20.999999999999996,53.2319391634981
6704,12,18,3623,144,5,12/06/2025,93.15,8.3,Cash,,,52.5,465.75,262.5,203.25,43.63929146537842
6705,12,102,1648,968,5,23/07/2025,265.74,10.8,Credit Card,,,145.96,1328.7,729.8000000000001,598.9,45.0741326108226
6706,11,97,2321,834,4,01/12/2025,293.22,23.8,Online,,,121.96,1172.88,487.84,685.0400000000002,58.406657117522684
6710,10,39,3986,238,2,28/10/2025,146.44,24.3,Debit Card,,,66.8,292.88,133.6,159.28,54.38404807429664
6711,11,63,2028,805,1,16/10/2025,51.18,26.7,Credit Card,Loyalty tier discount applied,,30.08,51.18,30.08,21.1,41.22704181320829
6714,9,6,1063,27,1,02/03/2025,230.28,6.9,Debit Card,Promo code SEASON25 applied at checkout,CODE,81.73,230.28,81.73,148.55,64.5084245266632
6718,10,67,1347,10,1,15/07/2025,139.34,28.7,Credit Card,,,50.69,139.34,50.69,88.65,63.62135782976891
6722,11,44,210,809,4,23/10/2025,18.25,27.2,Debit Card,,,12.3,73.0,49.2,23.799999999999997,32.602739726027394
6723,11,44,1405,737,2,25/12/2024,183.48,25.5,Cash,,,104.58,366.96,209.16,157.79999999999998,43.00196206671026
6724,12,100,2501,551,2,25/12/2024,53.29,7.4,Debit Card,,,25.76,106.58,51.52,55.059999999999995,51.66072433852504
6727,11,44,2390,438,1,10/09/2025,159.09,32.2,Credit Card,,,73.57,159.09,73.57,85.52000000000001,53.755735747061415
6730,12,102,1899,1454,4,14/03/2025,299.17,4.2,Debit Card,,,184.61,1196.68,738.44,458.24,38.2926095530969
6733,11,97,1802,545,1,09/03/2025,167.81,23.8,Cash,,,109.43,167.81,109.43,58.379999999999995,34.78934509266432
6734,10,117,1928,292,1,18/08/2025,121.43,22.1,Debit Card,,,54.98,121.43,54.98,66.45000000000002,54.72288561311045
6736,10,55,4664,234,1,12/11/2024,69.1,27.8,Online,Price matched to competitor flyer,,38.37,69.1,38.37,30.729999999999997,44.471780028943556
6742,11,64,4345,342,5,24/08/2025,261.81,29.0,Debit Card,Loyalty tier discount applied,,134.62,1309.05,673.1,635.9499999999999,48.58103204614033
6743,11,81,3424,794,2,05/09/2025,241.7,23.9,Debit Card,,,128.56,483.4,257.12,226.27999999999997,46.81009515928837
6745,12,100,467,146,1,02/04/2025,123.77,10.2,Debit Card,,,76.97,123.77,76.97,46.8,37.81207077644017
6749,9,111,1985,156,3,04/11/2025,58.42,10.8,Cash,Promo code LOYALTY20 applied at checkout,CODE,32.32,175.26,96.96000000000001,78.29999999999998,44.67648065730913
6751,9,24,3380,461,1,13/10/2024,243.57,11.1,Cash,Price matched to competitor flyer,,135.15,243.57,135.15,108.41999999999999,44.512871043231925
6756,10,90,1513,52,3,17/10/2024,116.41,22.4,Debit Card,Promo code SEASON25 applied at checkout,CODE,55.24,349.23,165.72,183.51000000000002,52.54703204192081
6757,11,64,4271,184,2,19/11/2024,143.94,29.4,Debit Card,,,80.75,287.88,161.5,126.38,43.90023620953175
6758,9,37,2861,98,1,13/06/2025,42.52,8.4,Debit Card,,,30.07,42.52,30.07,12.450000000000003,29.280338664158045
6760,9,24,3677,105,5,01/12/2025,64.92,10.1,Cash,,,43.45,324.6,217.25,107.35000000000002,33.07147258163894
6761,12,102,1697,157,5,04/08/2025,269.9,7.5,Credit Card,,,114.12,1349.5,570.6,778.9,57.717673212300845
6763,9,27,2725,73,1,12/11/2024,246.05,8.0,Credit Card,,,172.68,246.05,172.68,73.37,29.819142450721397
6765,11,12,4884,182,2,19/12/2024,135.47,28.3,Cash,Promo code WELCOME15 applied at checkout,CODE,67.27,270.94,134.54,136.4,50.34324942791763
6766,12,108,2087,1243,1,28/03/2025,148.61,7.0,Online,,,71.27,148.61,71.27,77.34000000000002,52.04225825987485
6768,10,117,3713,816,1,06/09/2025,44.17,27.0,Credit Card,,,22.27,44.17,22.27,21.900000000000002,49.58116368575956
6769,12,36,477,1095,4,24/10/2024,29.28,5.2,Cash,Promo code LOYALTY20 applied at checkout,CODE,11.78,117.12,47.12,70.0,59.767759562841526
6774,12,93,4106,257,1,14/10/2024,258.35,5.1,Debit Card,Promo code SEASON25 applied at checkout,CODE,107.19,258.35,107.19,151.16000000000003,58.50977356299594
6777,12,100,3392,770,2,02/06/2025,263.44,7.4,Credit Card,,,147.32,526.88,294.64,232.24,44.07834801093228
6779,11,44,283,284,3,23/08/2025,271.3,33.1,Cash,,,173.5,813.9000000000001,520.5,293.4000000000001,36.04865462587542
6784,9,65,465,1013,1,04/11/2025,108.23,6.0,Cash,Promo code LOYALTY20 applied at checkout,CODE,57.85,108.23,57.85,50.38,46.549015984477506
6786,9,37,4465,588,3,07/03/2025,209.9,10.5,Cash,,,84.29,629.7,252.87,376.83000000000004,59.8427822772749
6790,11,12,2911,190,1,20/10/2024,112.81,24.7,Cash,Price matched to competitor flyer,,49.86,112.81,49.86,62.95,55.801790621398816
6791,11,12,3531,1466,1,06/04/2025,89.26,25.8,Credit Card,Promo code SAVE10 applied at checkout,CODE,53.1,89.26,53.1,36.160000000000004,40.51086712973336
6794,12,36,4567,193,1,15/12/2024,129.83,4.2,Cash,,,54.07,129.83,54.07,75.76000000000002,58.353231148424875
6795,9,27,4159,50,3,28/06/2025,151.01,9.0,Debit Card,,,104.17,453.03,312.51,140.51999999999998,31.01781338984173
6800,9,111,3962,192,1,25/07/2025,207.87,6.2,Credit Card,Loyalty tier discount applied,,122.79,207.87,122.79,85.08,40.92942704574975
6801,10,71,3124,222,2,18/01/2025,203.66,24.6,Credit Card,,,97.91,407.32,195.82,211.5,51.9247765884317
6810,9,120,3793,61,2,24/01/2025,257.9,8.9,Credit Card,Price matched to competitor flyer,,175.17,515.8,350.34,165.45999999999998,32.07832493214424
6813,9,51,4443,1154,1,18/10/2025,297.75,9.2,Cash,,,149.48,297.75,149.48,148.27,49.796809403862305
6815,11,81,4081,1197,2,01/07/2025,157.77,27.0,Credit Card,Promo code LOYALTY20 applied at checkout,CODE,62.59,315.54,125.18,190.36,60.32832604424162
6817,9,120,1620,39,3,26/05/2025,45.88,7.9,Debit Card,Loyalty tier discount applied,,18.52,137.64000000000001,55.56,82.08000000000001,59.63382737576286
6820,11,97,3997,73,5,13/08/2025,298.25,22.7,Cash,,,212.63,1491.25,1063.15,428.0999999999999,28.707460184409044
6825,11,97,593,212,2,19/12/2024,232.08,29.6,Credit Card,Loyalty tier discount applied,,117.07,464.16,234.14,230.02000000000004,49.556187521544295
6832,9,25,955,219,2,15/04/2025,126.3,3.1,Cash,,,48.53,252.6,97.06,155.54,61.57561361836896
6834,9,24,4249,805,3,14/10/2025,60.55,11.3,Credit Card,,,41.39,181.64999999999998,124.17,57.479999999999976,31.643270024772907
6835,10,67,1419,1376,1,27/09/2025,72.14,27.7,Online,Promo code SAVE10 applied at checkout,CODE,46.82,72.14,46.82,25.32,35.09841973939562
6838,10,38,1673,266,5,06/11/2025,53.83,22.1,Credit Card,Promo code SEASON25 applied at checkout,CODE,21.2,269.15,106.0,163.14999999999998,60.61675645550808
6842,12,102,2381,769,5,17/12/2024,217.81,5.4,Online,Price matched to competitor flyer,,86.58,1089.05,432.9,656.15,60.24975896423488
6844,11,64,4882,35,5,25/10/2024,80.11,28.9,Cash,Promo code LOYALTY20 applied at checkout,CODE,33.62,400.55,168.1,232.45000000000002,58.03270503058295
6846,10,71,3813,17,2,17/03/2025,15.25,33.8,Debit Card,Promo code SEASON25 applied at checkout,CODE,8.37,30.5,16.74,13.760000000000002,45.11475409836066
6847,10,90,2825,49,1,23/10/2025,95.84,27.8,Debit Card,,,67.58,95.84,67.58,28.260000000000005,29.48664440734558
6848,9,6,2242,412,1,05/12/2024,58.89,7.6,Cash,Promo code LOYALTY20 applied at checkout,CODE,35.73,58.89,35.73,23.160000000000004,39.32755985736119
6849,9,2,670,506,5,15/09/2025,59.13,10.5,Cash,,,23.83,295.65000000000003,119.14999999999999,176.50000000000006,59.69896837476747
6850,11,12,4882,275,1,09/07/2025,80.11,28.5,Cash,Promo code WELCOME15 applied at checkout,CODE,33.62,80.11,33.62,46.49,58.03270503058295
6853,12,18,4902,300,1,22/12/2024,224.17,7.2,Credit Card,,,143.31,224.17,143.31,80.85999999999999,36.07083909532943
6854,11,97,1037,512,2,22/12/2024,108.58,32.7,Cash,Price matched to competitor flyer,,126.89,217.16,253.78,-36.620000000000005,-16.86314238349604
6859,10,39,320,100,5,01/01/2025,146.02,33.2,Cash,,,69.13,730.1,345.65,384.45000000000005,52.657170250650594
6860,12,102,1928,253,5,19/02/2025,121.43,11.6,Debit Card,,,54.98,607.1500000000001,274.9,332.2500000000001,54.72288561311044
6865,10,33,142,448,2,16/09/2025,149.3,27.3,Debit Card,,,82.02,298.6,164.04,134.56000000000003,45.06363027461487
6870,12,108,255,473,4,19/07/2025,94.36,7.2,Cash,Promo code SAVE10 applied at checkout,CODE,34.91,377.44,139.64,237.8,63.00339126748623
6872,9,37,2226,700,3,09/07/2025,72.47,5.6,Debit Card,,,45.8,217.41,137.39999999999998,80.01000000000002,36.801435076583424
6873,12,18,1937,1056,1,10/10/2024,162.51,10.0,Credit Card,Promo code SEASON25 applied at checkout,CODE,66.28,162.51,66.28,96.22999999999999,59.21481754968924
6875,11,63,3544,54,2,03/12/2024,250.91,25.1,Debit Card,,,143.36,501.82,286.72,215.09999999999997,42.863975130524885
6876,10,90,4778,2,2,06/10/2025,115.68,25.8,Debit Card,,,59.94,231.36,119.88,111.48000000000002,48.18464730290457
6877,11,12,1655,689,2,03/09/2025,179.38,23.4,Credit Card,Promo code WELCOME15 applied at checkout,CODE,125.91,358.76,251.82,106.94,29.80822834206712
6881,9,2,3983,293,2,23/05/2025,20.84,8.0,Cash,Loyalty tier discount applied,,7.5,41.68,15.0,26.68,64.01151631477927
6883,10,33,1936,1242,2,05/03/2025,74.28,32.9,Credit Card,Loyalty tier discount applied,,29.74,148.56,59.48,89.08000000000001,59.96230479267637
6886,10,101,2972,1377,5,27/10/2024,120.91,25.7,Debit Card,,,45.75,604.55,228.75,375.79999999999995,62.16193863204036
6888,11,64,4966,292,3,04/02/2025,292.08,31.7,Cash,Price matched to competitor flyer,,117.97,876.24,353.90999999999997,522.33,59.61038071761162
6893,12,100,3943,140,4,15/10/2024,244.85,5.1,Cash,Promo code WELCOME15 applied at checkout,CODE,168.79,979.4,675.16,304.24,31.06391668368389
6894,11,97,2651,266,3,05/12/2025,244.72,23.5,Debit Card,Promo code WELCOME15 applied at checkout,CODE,134.13,734.16,402.39,331.77,45.19042170644001
6895,11,44,2861,268,2,13/05/2025,42.52,31.4,Credit Card,Price matched to competitor flyer,,30.07,85.04,60.14,24.900000000000006,29.280338664158045
6896,9,2,1244,791,1,02/09/2025,117.11,5.9,Online,,,56.85,117.11,56.85,60.26,51.455896165997785
6905,9,25,4495,786,3,13/12/2024,68.61,8.6,Debit Card,Price matched to competitor flyer,,24.67,205.82999999999998,74.01,131.82,64.0431423990672
6908,9,52,833,14,1,28/09/2025,235.35,3.9,Credit Card,Promo code SAVE10 applied at checkout,CODE,93.9,235.35,93.9,141.45,60.10197578075207
6911,9,2,3412,1341,1,18/08/2025,33.22,5.6,Credit Card,,,16.35,33.22,16.35,16.869999999999997,50.7826610475617
6913,11,81,3442,1489,1,10/01/2025,226.0,33.3,Credit Card,,,84.58,226.0,84.58,141.42000000000002,62.57522123893806
6914,12,100,4707,159,1,18/11/2024,198.63,11.8,Online,,,247.94,198.63,247.94,-49.31,-24.825051603483868
6918,12,108,1521,1268,1,27/07/2025,55.23,6.5,Credit Card,Promo code SAVE10 applied at checkout,CODE,26.48,55.23,26.48,28.749999999999996,52.05504254933913
6921,11,97,4953,1450,2,11/03/2025,283.48,24.9,Debit Card,,,151.89,566.96,303.78,263.18000000000006,46.41950049386201
6926,9,111,2960,165,3,28/07/2025,232.36,11.0,Cash,,,92.42,697.08,277.26,419.82000000000005,60.225512136340164
6927,9,61,4857,206,5,03/01/2025,152.6,3.8,Online,,,54.66,763.0,273.29999999999995,489.70000000000005,64.18086500655309
6929,11,64,733,1236,1,08/08/2025,247.78,27.4,Online,,,88.42,247.78,88.42,159.36,64.31511825006055
6930,11,97,4487,634,2,02/03/2025,200.94,25.3,Debit Card,Promo code SAVE10 applied at checkout,CODE,126.21,401.88,252.42,149.46,37.19020603165124
6933,9,120,3839,145,4,11/03/2025,288.37,5.7,Credit Card,Promo code SAVE10 applied at checkout,CODE,122.35,1153.48,489.4,664.08,57.57186947324618
6938,12,102,1764,18,2,11/06/2025,32.46,8.0,Online,Price matched to competitor flyer,,11.87,64.92,23.74,41.18000000000001,63.43191620455947
6941,11,64,2934,179,1,15/12/2024,274.13,27.4,Cash,,,166.49,274.13,166.49,107.63999999999999,39.266041659066865
6942,12,100,3544,217,1,13/04/2025,250.91,3.4,Debit Card,,,143.36,250.91,143.36,107.54999999999998,42.863975130524885
6947,12,100,301,73,1,29/09/2025,116.96,3.2,Online,Promo code WELCOME15 applied at checkout,CODE,57.79,116.96,57.79,59.169999999999995,50.58994528043775
6948,12,36,2839,822,4,21/08/2025,148.86,8.2,Credit Card,Loyalty tier discount applied,,89.03,595.44,356.12,239.32000000000005,40.19212683057907
6949,12,36,562,101,4,28/02/2025,34.71,4.7,Cash,,,15.64,138.84,62.56,76.28,54.94093921060214
6950,12,108,703,1271,3,08/11/2024,130.44,11.3,Credit Card,Loyalty tier discount applied,,62.7,391.32,188.10000000000002,203.21999999999997,51.93192272309107
6952,12,60,190,1066,1,02/07/2025,67.57,4.9,Credit Card,Promo code SAVE10 applied at checkout,CODE,44.93,67.57,44.93,22.639999999999993,33.50599378422376
6954,11,64,2310,224,1,26/11/2024,54.89,29.5,Credit Card,Promo code WELCOME15 applied at checkout,CODE,19.38,54.89,19.38,35.510000000000005,64.69302240845329
6957,9,65,1955,169,1,13/03/2025,211.11,7.1,Debit Card,,,122.21,211.11,122.21,88.90000000000002,42.11074795130501
6960,12,60,814,611,1,11/10/2024,194.33,4.9,Debit Card,,,92.68,194.33,92.68,101.65,52.30792981011682
6964,10,55,4051,177,2,27/07/2025,201.34,30.4,Cash,,,111.43,402.68,222.86,179.82,44.65580609913579
6966,10,55,2380,252,5,27/12/2024,258.26,22.8,Debit Card,,,160.9,1291.3,804.5,486.79999999999995,37.698443429102454
6968,12,36,2011,1229,4,29/11/2024,183.7,4.1,Cash,Price matched to competitor flyer,,84.45,734.8,337.8,396.99999999999994,54.02830702231899
6969,11,97,4809,1195,1,06/11/2024,243.37,28.2,Credit Card,Loyalty tier discount applied,,158.69,243.37,158.69,84.68,34.79475695443153
6970,10,75,2297,213,1,30/01/2025,196.15,32.7,Cash,,,69.9,196.15,69.9,126.25,64.36400713739485
