sale_id,store_id,employee_id,product_id,customer_id,qty,sale_date,amount,discount_pct,payment_method
1215,5,76,4114,245,2,2025-06-25,$78.34,7.9,cash
1218,6,49,1867,171,3,2025-09-10,$297.52,11.2,CASH
1220,6,78,4719,192,3,2025-11-26,$197.14,5.9,Credit Card
1225,7,5,1087,602,3,2024-12-05,$138.05,3.7,CASH
1227,8,112,769,1306,3,2024-11-09,$153.19,5.7,CASH
1231,6,78,2934,35,1,2025-01-05,$274.13,6.0,debit card
1235,5,76,1456,273,1,2024-12-30,$199.21,11.7,Online
1236,8,116,905,164,1,2025-03-08,$210.71,9.1,debit card
1239,7,84,783,1006,2,2025-05-06,$43.63,3.1,Debit Card
1241,7,19,1739,1448,5,2025-04-03,$41.69,8.9,Credit Card
1244,7,19,3718,170,3,2025-11-26,$246.76,11.7,Credit Card
1245,7,95,1804,74,1,2025-03-15,$271.91,6.3,debit card
1246,5,76,3471,765,1,2025-09-24,$27.97,9.5,CREDIT CARD
1253,7,19,1040,151,1,2024-10-02,$68.88,8.6,Online
1254,8,91,1918,235,5,2025-04-04,$100.76,9.3,credit card
1255,8,9,1371,24,3,2025-07-02,$281.52,10.5,credit card
1257,7,7,419,274,4,2025-06-01,$191.86,3.6,cash
1259,8,109,4753,543,5,2025-11-02,$147.9,3.2,DEBIT CARD
1260,7,7,4608,136,1,2025-08-09,$11.99,4.9,CASH
1262,6,72,3055,53,1,2024-11-13,$148.57,9.9,debit card
1264,5,47,1743,231,2,2024-10-18,$32.87,4.2,DEBIT CARD
1265,6,107,739,278,1,2025-07-12,$61.98,5.8,debit card
1266,6,96,186,160,2,2025-10-04,$253.91,9.4,Debit Card
1267,8,116,2915,31,3,2024-10-30,$91.92,4.8,Credit Card
1268,8,112,3299,485,5,2024-10-03,$101.13,6.1,CASH
1274,6,74,4432,112,4,2025-01-06,$247.54,5.6,cash
1276,5,92,4533,132,3,2025-09-01,$272.4,7.6,CREDIT CARD
1283,8,57,1269,1121,2,2025-07-11,$238.02,6.2,CREDIT CARD
1284,7,7,4982,272,5,2025-03-03,$274.71,9.4,CASH
1290,6,107,591,18,1,2025-01-22,$36.26,8.9,DEBIT CARD
1292,7,84,1862,267,4,2025-09-01,$184.03,8.9,Debit Card
1293,8,30,275,886,1,2024-11-02,$183.25,9.8,cash
1299,8,91,292,1139,2,2025-03-21,$247.33,3.7,credit card
1302,5,113,2503,84,3,2025-10-28,$25.87,7.6,Online
1304,5,22,4794,10,1,2025-08-31,$74.56,11.4,Online
1308,5,105,2473,99,5,2025-03-23,$269.16,6.5,debit card
1309,5,22,3890,272,2,2025-03-09,$292.76,5.0,ONLINE
1310,7,104,1467,467,3,2025-09-02,$29.87,6.0,Debit Card
1313,5,119,2485,1292,3,2025-09-18,$236.61,11.1,DEBIT CARD
1316,7,95,1522,242,3,2025-11-16,$265.58,6.3,cash
1317,6,78,4638,52,1,2025-11-01,$13.94,8.8,credit card
1319,6,72,4925,216,1,2025-02-04,$109.69,10.4,Credit Card
1331,6,99,1467,663,2,2024-12-11,$29.87,6.9,DEBIT CARD
1335,8,109,3568,21,1,2025-07-29,$121.41,4.1,credit card
1336,6,99,992,293,4,2025-01-12,$238.45,3.7,cash
1339,8,91,1078,1203,1,2024-12-25,$249.33,3.9,cash
1342,5,47,3552,90,1,2025-08-26,$206.13,10.9,Cash
1343,5,22,3937,1,2,2024-12-27,$168.53,10.5,Credit Card
1344,8,85,2017,68,1,2025-05-27,$299.88,9.0,DEBIT CARD
1345,6,66,3798,805,1,2025-08-12,$19.38,8.7,CASH
1349,6,49,8,244,3,2025-05-19,$275.57,3.8,DEBIT CARD
1351,8,85,4801,1432,3,2025-07-28,$174.92,10.5,DEBIT CARD
1354,7,95,2344,748,4,2025-10-23,$158.13,6.7,CASH
1357,6,77,2866,145,2,2025-10-16,$264.2,7.4,debit card
1359,8,85,2370,49,1,2025-08-17,$79.21,4.9,Debit Card
1362,6,72,1036,145,1,2024-11-15,$86.03,8.2,debit card
1368,5,113,1236,287,2,2025-01-03,$91.66,4.2,debit card
1369,8,112,1813,1177,1,2024-11-05,$81.22,7.9,Credit Card
1370,7,95,400,187,1,2025-03-13,$124.17,4.7,Credit Card
1372,7,41,2209,35,4,2025-07-31,$235.74,11.7,debit card
1378,7,95,3364,79,3,2025-01-18,$230.51,9.8,CASH
1380,6,74,4408,258,5,2025-03-11,$70.88,8.0,Cash
1382,7,104,3203,184,5,2025-04-26,$211.08,8.3,Credit Card
1385,8,85,2508,1213,2,2025-12-06,$20.36,11.2,debit card
1386,8,91,4343,1242,1,2025-05-09,$11.33,10.6,credit card
1387,6,78,1119,55,1,2025-02-27,$277.9,10.7,Credit Card
1388,7,5,4132,1017,3,2025-08-23,$28.05,6.4,Credit Card
1390,5,92,976,197,1,2025-03-17,$144.73,11.8,CASH
1391,5,119,4591,1005,5,2025-02-09,$8.55,10.8,CREDIT CARD
1393,8,85,1933,249,1,2025-07-26,$25.3,5.8,Credit Card
1396,7,5,4171,123,4,2025-08-17,$59.57,3.4,Cash
1398,8,85,4416,265,5,2025-02-07,$282.07,5.8,DEBIT CARD
1402,6,96,3797,107,2,2024-11-18,$83.56,7.7,Online
1405,7,84,3124,1370,3,2025-01-30,$203.66,5.7,ONLINE
1411,5,22,1703,9,2,2025-01-10,$149.2,8.7,CREDIT CARD
1415,5,22,2814,893,1,2024-12-16,$62.55,7.2,Debit Card
1418,8,91,558,939,1,2025-04-04,$213.98,9.6,debit card
1420,7,84,4588,130,1,2025-06-05,$154.53,5.9,Online
1423,5,119,3753,807,4,2025-11-04,$147.66,5.0,Cash
1424,7,7,3925,770,1,2025-12-06,$148.57,8.8,Debit Card
1425,6,49,4782,232,1,2024-12-10,$192.06,10.4,cash
1432,6,107,2504,234,1,2025-11-12,$26.2,9.2,ONLINE
1435,5,20,1038,792,2,2025-02-04,$19.17,11.8,CASH
1443,7,104,2825,142,1,2025-02-15,$95.84,7.4,ONLINE
1444,5,20,1147,66,1,2025-08-02,$113.93,9.0,ONLINE
1445,7,7,2794,227,1,2025-05-29,$232.08,5.4,Credit Card
1451,5,119,4599,403,2,2025-03-04,$117.55,4.1,CASH
1452,6,107,1496,1059,3,2024-11-11,$268.49,11.6,Online
1454,7,95,1713,285,5,2025-07-28,$248.24,8.0,Online
1458,6,74,2620,41,5,2025-08-08,$25.64,9.6,credit card
1461,6,99,4854,34,3,2024-11-08,$143.79,8.6,CASH
1466,6,66,725,222,5,2024-11-23,$104.39,8.8,ONLINE
1469,5,47,3046,255,1,2025-06-01,$73.04,4.3,Credit Card
1472,6,72,1053,21,1,2025-10-01,$281.65,5.1,online
1476,8,30,882,1149,1,2025-05-30,$44.71,10.4,Debit Card
1477,7,62,1374,1303,1,2024-12-16,$228.05,5.3,CASH
1480,6,66,2422,461,3,2025-02-12,$166.87,5.7,CASH
1481,8,116,2806,265,3,2024-12-09,$117.94,4.5,Credit Card
1490,6,66,3544,246,1,2025-01-01,$250.91,9.2,online
1494,6,77,731,1036,1,2025-11-20,$165.37,9.3,debit card
1496,7,41,685,91,4,2025-08-30,$132.55,5.3,cash
1497,7,62,4943,1366,4,2025-10-05,$292.37,7.8,CASH
1498,6,96,2104,918,2,2024-12-23,$41.34,8.9,cash
1502,8,94,1166,7,1,2025-07-02,$237.15,5.4,Online
1506,7,95,4916,994,5,2025-11-06,$220.14,8.4,ONLINE
1507,7,62,1354,880,3,2025-06-04,$289.67,5.4,Credit Card
1512,6,78,4724,20,1,2025-02-11,$183.9,11.1,debit card
1519,8,94,20,27,4,2025-09-09,$127.31,3.2,Cash
1523,8,112,866,734,1,2025-02-02,$10.61,8.8,Cash
1524,7,62,1372,282,3,2025-02-27,$12.36,8.9,CREDIT CARD
1528,6,78,3124,104,4,2025-09-16,$203.66,4.8,Credit Card
1529,5,40,1054,194,3,2025-08-03,$245.44,9.6,credit card
1531,7,19,4795,276,3,2024-11-12,$213.27,10.2,debit card
1533,8,85,1702,1445,2,2024-10-17,$90.55,9.7,credit card
1535,7,7,2783,170,5,2025-08-14,$72.12,8.0,Cash
1537,6,96,4920,35,1,2025-04-07,$288.87,9.7,cash
1540,6,77,2694,133,1,2024-10-09,$208.8,10.1,credit card
1543,6,66,2045,291,5,2024-11-28,$107.75,5.6,Debit Card
1544,7,7,4275,1182,4,2025-08-25,$5.88,7.0,Online
1548,7,41,4757,186,3,2025-08-16,$141.46,11.4,credit card
1556,7,95,2917,17,3,2025-04-24,$11.23,3.3,online
1557,8,85,2845,446,1,2025-06-28,$63.57,3.2,CREDIT CARD
1559,7,41,363,806,1,2025-02-15,$25.15,3.5,debit card
1563,7,62,2671,476,4,2025-06-26,$247.76,3.1,CASH
1565,7,7,3593,917,3,2025-06-24,$182.63,9.3,Cash
1566,6,96,169,397,2,2025-02-18,$41.76,11.7,Debit Card
1572,8,94,2982,1330,1,2025-09-11,$164.75,11.9,debit card
1573,7,5,555,255,3,2025-04-05,$189.31,7.5,online
1575,5,76,3976,343,5,2024-12-19,$37.15,9.7,debit card
1577,8,116,4934,25,2,2025-02-18,$192.35,8.9,CREDIT CARD
1580,5,105,279,1125,1,2025-05-24,$96.69,7.1,CASH
1582,6,74,3618,218,5,2025-06-14,$31.38,4.7,ONLINE
1583,7,7,4582,247,3,2025-02-05,$117.36,6.0,Cash
1584,8,91,232,782,4,2024-11-04,$106.73,3.3,Debit Card
1587,5,40,4561,27,4,2025-03-21,$241.18,4.0,Debit Card
1589,5,113,3828,116,2,2025-10-20,$259.44,11.0,online
1590,6,78,3651,391,1,2025-03-29,$67.57,7.6,Debit Card
1593,6,99,3140,251,1,2025-03-30,$171.49,11.2,cash
1596,7,62,1857,570,5,2025-02-05,$253.11,6.9,Online
1597,8,94,1546,107,5,2025-06-16,$298.01,6.4,DEBIT CARD
1601,7,104,4292,126,1,2024-12-06,$207.77,9.1,debit card
1608,7,62,1317,123,5,2025-07-18,$133.66,10.5,credit card
1610,8,80,1700,71,2,2024-10-15,$284.79,7.7,debit card
1611,6,74,4265,294,1,2025-03-11,$226.0,9.7,credit card
1614,7,84,1590,1367,1,2025-01-07,$185.44,10.9,online
1616,8,109,2422,104,2,2025-10-10,$166.87,6.5,DEBIT CARD
1617,5,105,150,927,5,2025-11-20,$116.36,9.7,CREDIT CARD
1622,7,19,4295,405,5,2025-10-05,$46.13,8.9,Cash
1623,5,119,2691,1241,2,2025-07-27,$29.56,11.9,Credit Card
1624,5,119,2823,834,5,2024-10-12,$55.64,11.4,DEBIT CARD
1626,8,85,439,216,5,2024-10-22,$61.44,11.8,credit card
1628,6,66,4312,1252,1,2025-09-30,$152.45,6.9,DEBIT CARD
1630,6,77,2989,134,5,2024-12-24,$152.28,7.3,DEBIT CARD
1632,7,19,3955,720,4,2025-10-16,$21.86,9.1,Debit Card
1636,8,57,1870,980,2,2025-08-24,$139.85,6.5,Online
1647,7,95,3315,244,1,2025-03-27,$7.49,7.5,debit card
1652,6,107,1239,673,3,2025-10-18,$22.33,11.6,credit card
1654,7,19,794,242,1,2025-02-11,$239.21,3.8,Cash
1655,8,94,4971,1035,3,2025-11-07,$82.92,8.2,Debit Card
1661,8,57,4238,59,2,2025-01-18,$278.2,7.8,DEBIT CARD
1662,5,22,4829,12,5,2025-05-28,$248.57,3.8,DEBIT CARD
1664,6,96,1182,97,5,2025-10-15,$183.23,5.0,credit card
1669,5,105,3172,1170,4,2025-05-03,$191.61,3.6,debit card
1670,7,7,303,366,2,2025-04-09,$262.69,5.5,Cash
1672,7,19,3405,578,1,2024-12-21,$26.44,3.8,Debit Card
1673,7,19,2546,399,2,2025-03-20,$59.47,6.7,Cash
1674,8,85,1254,191,2,2025-05-16,$60.91,6.5,ONLINE
1682,8,91,4803,238,2,2025-04-30,$43.51,5.9,Debit Card
1683,6,66,1446,31,1,2025-10-03,$12.5,7.1,CREDIT CARD
1684,5,22,2445,133,2,2025-05-24,$147.85,3.7,credit card
1689,5,47,4332,97,1,2025-01-21,$119.85,8.3,DEBIT CARD
1692,5,76,717,6,1,2025-10-22,$247.69,11.4,debit card
1694,5,119,817,143,2,2025-04-21,$271.81,7.8,DEBIT CARD
1695,8,9,3833,181,1,2025-02-28,$88.08,6.3,DEBIT CARD
1697,6,99,3560,920,2,2024-12-07,$245.9,11.5,DEBIT CARD
1698,8,112,553,87,1,2025-08-13,$147.48,4.5,DEBIT CARD
1702,8,112,4651,1464,5,2025-05-26,$43.36,3.6,debit card
1706,6,107,3669,66,1,2024-12-22,$204.7,7.1,credit card
1709,7,5,983,66,4,2024-11-25,$85.69,10.8,credit card
1711,6,74,3108,523,1,2025-09-22,$100.7,4.4,CREDIT CARD
1714,6,78,4473,206,3,2025-05-29,$239.55,3.3,cash
1715,8,85,4502,1394,2,2024-11-09,$212.6,3.9,CASH
1717,5,47,1638,597,2,2025-05-12,$248.76,3.6,debit card
1719,7,19,4174,187,4,2025-07-31,$230.52,5.7,ONLINE
1720,5,47,484,196,1,2025-07-01,$267.33,11.7,Credit Card
1721,7,41,858,253,1,2025-03-09,$204.14,10.9,CASH
1725,5,47,3144,760,2,2024-10-14,$218.86,6.4,Credit Card
1729,6,77,3202,193,5,2025-06-20,$56.98,8.5,debit card
1732,7,5,1749,612,1,2025-09-30,$181.25,5.3,CASH
1733,6,66,2276,766,5,2025-03-27,$113.05,11.9,Online
1734,6,78,670,183,1,2025-01-07,$59.13,9.0,Credit Card
1735,5,119,2992,130,2,2025-08-22,$26.03,6.5,cash
1736,6,72,4459,1271,3,2025-05-15,$219.65,8.3,DEBIT CARD
1737,6,74,642,157,5,2024-11-15,$263.88,6.7,Cash
1739,8,94,4507,248,5,2025-07-05,$296.97,11.5,Cash
1742,6,99,2841,247,5,2025-04-05,$213.18,5.0,credit card
1743,6,107,4842,181,2,2024-11-23,$118.59,8.5,Cash
1744,7,7,1817,13,1,2024-12-05,$187.07,8.1,Credit Card
1746,6,96,2797,892,2,2025-02-12,$248.73,10.7,debit card
1747,8,94,2067,1304,1,2025-02-17,$115.99,3.3,CASH
1752,7,84,3965,216,5,2025-05-19,$18.49,10.0,Debit Card
1756,6,77,1152,1341,5,2025-05-11,$200.82,6.2,Cash
1757,7,95,41,104,5,2025-06-28,$175.14,10.1,cash
1759,8,94,959,117,1,2025-06-02,$124.1,7.4,Online
1763,5,113,597,995,2,2025-02-10,$276.53,5.8,Debit Card
1766,6,77,1074,1488,1,2025-08-13,$292.78,3.3,Credit Card
1768,7,7,3349,271,5,2025-01-17,$83.58,11.6,Cash
1769,6,99,1664,53,1,2025-07-10,$200.07,3.0,CASH
1772,6,107,30,60,1,2024-10-19,$185.07,8.2,Debit Card
1774,8,57,3969,174,1,2025-10-10,$14.87,4.8,Debit Card
1776,6,99,4309,269,5,2025-02-10,$86.17,5.6,online
1777,5,22,3161,278,1,2025-01-24,$106.77,9.7,debit card
1779,7,62,2956,157,5,2025-08-27,$80.93,3.4,online
1782,6,107,1309,159,1,2025-04-11,$282.11,4.1,credit card
1785,5,20,3156,1020,1,2024-12-25,$295.23,11.1,Credit Card
1787,6,96,3985,65,1,2024-12-16,$123.22,11.7,Credit Card
1796,5,47,3068,134,4,2024-10-27,$155.28,10.2,online
1797,6,72,4528,112,2,2025-02-14,$232.23,6.7,CREDIT CARD
1798,5,76,2739,851,4,2025-03-06,$150.5,6.2,DEBIT CARD
1802,6,72,4490,455,1,2024-12-04,$191.1,8.8,CREDIT CARD
1808,7,5,2750,379,1,2025-01-27,$192.73,5.1,CREDIT CARD
1810,7,19,2609,5,5,2025-09-16,$150.79,4.7,Cash
1814,7,19,3871,270,1,2025-09-18,$284.6,9.5,DEBIT CARD
1817,6,107,1217,156,1,2025-06-14,$206.12,8.2,CASH
1823,5,92,1791,23,2,2024-12-27,$158.96,5.3,credit card
1824,5,105,255,30,3,2025-06-19,$94.36,9.6,ONLINE
1829,7,7,863,214,1,2025-06-28,$180.82,9.2,CASH
1833,7,95,2836,55,2,2024-10-26,$86.11,7.7,CASH
1835,6,74,380,300,1,2025-08-05,$248.95,10.9,credit card
1838,7,104,1927,62,4,2024-12-20,$24.9,10.0,CASH
1841,5,47,3409,543,1,2025-09-13,$60.89,6.4,credit card
1843,6,66,2206,111,3,2025-12-08,$231.86,5.5,cash
1845,6,99,3588,242,4,2024-11-11,$242.62,7.8,Debit Card
1846,7,84,2213,209,1,2025-11-20,$167.69,5.7,Credit Card
1851,7,41,3072,365,3,2025-02-10,$55.45,5.8,CREDIT CARD
1856,7,7,1264,102,1,2025-04-28,$275.77,7.1,CREDIT CARD
1858,8,91,4218,228,5,2025-11-29,$130.28,8.3,Credit Card
1860,5,113,1948,20,5,2025-01-15,$125.45,11.5,Cash
1864,5,76,245,86,1,2025-03-17,$185.13,8.6,Credit Card
1866,5,119,3334,1168,2,2024-10-23,$253.53,9.1,Credit Card
1869,7,95,3120,163,4,2025-06-12,$91.56,7.7,credit card
1870,6,72,1222,339,1,2025-02-09,$176.35,9.5,CREDIT CARD
1874,7,95,670,243,2,2025-07-12,$59.13,9.1,debit card
1877,8,85,2461,122,1,2025-02-22,$193.45,10.2,CREDIT CARD
1878,8,109,48,206,1,2025-04-16,$194.07,8.7,credit card
1880,6,49,689,285,1,2025-07-01,$133.87,10.8,debit card
1883,8,57,4692,1279,2,2025-04-10,$194.61,10.5,Online
1886,8,109,3761,85,4,2025-05-05,$270.37,9.9,debit card
1888,6,96,2524,167,5,2025-11-23,$282.07,6.1,online
1893,7,62,3605,24,1,2025-11-26,$70.46,5.0,online
1898,8,30,1592,211,2,2025-10-03,$61.42,7.3,Cash
1901,8,116,3157,540,2,2025-05-19,$195.54,7.4,Cash
1902,6,107,4834,237,1,2025-08-11,$204.83,4.0,Cash
1903,7,95,3743,251,1,2025-09-21,$231.15,4.0,Debit Card
1907,6,66,656,277,1,2025-02-12,$81.35,4.9,CASH
1910,8,109,4684,1231,3,2025-11-08,$81.94,3.9,Cash
1913,8,116,4076,293,2,2025-07-08,$20.31,6.8,Credit Card
1914,7,84,1126,595,4,2025-02-17,$81.85,5.6,cash
1916,6,96,1900,221,1,2025-11-05,$59.34,6.8,CREDIT CARD
1917,5,76,1200,69,4,2025-01-15,$68.43,10.9,Debit Card
1922,7,7,3907,140,2,2025-03-11,$232.08,4.9,DEBIT CARD
1924,5,92,245,730,3,2025-05-18,$185.13,7.1,online
1925,8,57,4639,67,1,2025-09-21,$18.51,7.6,Credit Card
1928,5,40,3776,496,2,2025-08-29,$180.98,9.5,ONLINE
1929,5,20,4365,241,1,2025-07-04,$191.97,9.2,debit card
1935,5,92,4622,253,1,2025-03-11,$39.36,8.3,credit card
1937,6,96,3911,148,4,2025-01-12,$24.87,7.4,credit card
1938,5,76,3800,282,4,2024-12-14,$55.11,11.4,DEBIT CARD
1946,5,40,1899,94,1,2024-11-10,$299.17,5.6,ONLINE
1955,7,19,3216,97,1,2025-07-26,$118.25,10.2,Credit Card
1957,6,78,1198,252,1,2025-03-14,$270.37,10.6,Online
1960,6,96,1959,96,2,2025-01-25,$20.68,8.3,CASH
1965,5,47,3984,369,1,2025-04-22,$232.69,10.0,Credit Card
1966,7,41,3225,878,5,2024-11-15,$16.69,10.2,CREDIT CARD
1968,6,77,2596,785,2,2025-10-20,$34.51,5.5,Cash
1971,5,92,4110,349,2,2025-04-25,$177.23,8.4,CREDIT CARD
1980,6,78,2848,6,3,2025-05-30,$52.71,7.1,credit card
1982,7,19,1463,1240,1,2024-12-15,$216.97,10.0,CREDIT CARD
1993,5,76,2897,67,1,2024-12-07,$226.79,7.9,ONLINE
1995,7,104,4118,78,2,2025-05-21,$155.32,10.1,Cash
1996,7,19,2998,263,4,2025-06-24,$24.57,5.2,Online
1997,7,19,3201,291,3,2025-07-29,$119.11,4.6,Online
1998,5,113,2089,241,2,2024-10-03,$165.99,9.7,debit card
2002,8,91,1069,46,2,2024-10-11,$219.88,10.7,Online
2004,5,76,4531,964,4,2025-07-24,$100.41,7.0,Online
2005,8,85,3038,82,4,2025-01-13,$87.78,8.9,online
2007,7,19,3535,150,1,2025-05-29,$24.54,10.5,credit card
2013,5,20,635,351,4,2025-11-04,$261.12,9.3,online
2018,6,72,1809,107,4,2025-03-09,$154.49,9.9,credit card
2025,5,47,3835,837,3,2024-12-28,$132.49,8.9,credit card
2029,5,22,2171,1132,5,2025-11-05,$20.35,10.7,cash
2030,7,95,340,265,1,2025-09-12,$32.11,7.3,CREDIT CARD
2036,7,104,4050,10,2,2025-02-13,$34.42,7.9,online
2038,6,74,3394,300,1,2025-04-23,$234.95,3.5,DEBIT CARD
2039,8,116,4355,237,1,2025-08-07,$193.78,11.1,DEBIT CARD
2043,8,109,2669,129,5,2025-11-13,$96.31,8.0,credit card
2045,6,74,357,151,4,2025-06-13,$24.08,3.5,CASH
2050,8,80,2013,294,2,2025-03-12,$115.47,8.7,Debit Card
2056,7,84,4970,14,5,2025-05-05,$18.9,6.9,DEBIT CARD
2058,5,20,4188,38,1,2024-12-20,$22.17,6.9,CREDIT CARD
2068,8,94,750,73,1,2025-05-13,$55.17,10.9,cash
2069,6,77,4214,813,3,2025-08-23,$145.65,7.2,CREDIT CARD
2071,8,9,3039,285,5,2025-11-26,$210.52,11.3,cash
2072,5,113,2780,530,1,2025-06-24,$244.13,7.8,Debit Card
2075,6,74,2777,137,5,2025-09-04,$288.77,7.3,debit card
2076,7,5,1456,954,1,2025-06-21,$199.21,9.0,CREDIT CARD
2078,6,66,3122,965,2,2024-11-18,$207.43,9.4,credit card
2084,6,77,31,24,4,2025-09-04,$81.62,9.5,debit card
2096,5,76,144,1274,1,2025-10-06,$205.52,4.8,Credit Card
2098,5,119,4110,284,2,2025-11-26,$177.23,9.0,Debit Card
2100,8,109,3919,1152,1,2025-02-09,$188.6,5.0,Debit Card
2102,6,78,1834,777,2,2025-11-30,$10.38,10.9,online
2106,8,91,3926,270,2,2025-05-16,$168.24,7.1,Debit Card
2109,8,30,3117,1060,1,2024-12-18,$37.05,4.8,credit card
2113,7,84,4669,49,4,2025-03-12,$46.28,7.3,cash
2114,8,91,1800,1200,1,2025-03-05,$168.36,6.0,CASH
2121,8,80,397,274,1,2025-05-21,$133.21,6.9,credit card
2122,7,7,3245,1296,2,2025-09-22,$34.71,6.2,ONLINE
2123,5,105,4469,1352,1,2025-04-11,$135.98,9.7,credit card
2125,7,19,402,66,2,2025-03-27,$21.35,8.9,debit card
2127,7,41,1492,148,1,2024-10-17,$76.08,3.5,DEBIT CARD
2130,6,49,2192,47,1,2024-10-11,$69.28,10.2,Credit Card
2131,8,80,1535,76,1,2025-03-18,$50.97,8.3,debit card
2132,7,41,619,700,2,2025-05-22,$79.28,6.9,CREDIT CARD
2133,5,76,741,174,1,2025-06-16,$254.9,11.9,Online
2137,7,41,1782,251,1,2025-01-08,$259.8,9.7,online
2141,7,84,4938,286,4,2025-10-05,$269.15,8.5,debit card
2145,7,7,1483,947,5,2025-09-02,$183.0,10.8,credit card
2148,7,5,3011,609,5,2025-01-22,$21.52,8.0,cash
2151,5,22,1012,21,1,2025-11-28,$58.19,5.0,DEBIT CARD
2152,6,49,2609,44,1,2025-09-03,$150.79,6.0,CASH
2153,6,49,4751,803,1,2024-12-14,$211.42,3.1,Credit Card
2160,7,19,4299,91,2,2025-04-04,$298.37,7.0,ONLINE
2163,7,7,279,42,1,2025-09-20,$96.69,6.6,ONLINE
2166,5,76,1602,1430,2,2025-09-29,$266.44,10.1,CREDIT CARD
2168,8,57,4823,24,2,2025-06-28,$295.16,6.1,ONLINE
2169,6,77,947,1462,2,2025-09-14,$188.59,8.3,Cash
2170,5,20,3607,860,4,2024-12-18,$281.13,7.8,DEBIT CARD
2171,8,57,4787,1494,1,2025-03-08,$40.72,6.6,Credit Card
2172,6,66,3958,159,1,2025-10-26,$57.58,6.0,credit card
2175,7,5,1383,70,5,2025-04-23,$245.92,4.2,DEBIT CARD
2176,8,30,1620,74,1,2025-08-26,$45.88,5.7,credit card
2178,7,7,4363,1482,5,2025-03-26,$278.22,5.5,CASH
2179,7,104,2990,1484,1,2025-06-28,$169.15,10.1,debit card
2180,8,109,322,220,2,2024-10-03,$71.89,4.8,CASH
2181,6,49,313,120,2,2025-02-23,$205.46,5.4,credit card
2185,8,30,749,731,4,2024-12-13,$145.37,8.5,Online
2190,5,92,3072,185,4,2025-01-01,$55.45,8.3,Debit Card
2193,8,94,1369,206,3,2025-10-29,$166.43,6.3,CREDIT CARD
2195,6,74,752,40,1,2025-08-30,$211.84,3.2,DEBIT CARD
2199,6,49,537,665,4,2025-07-13,$144.1,4.7,CREDIT CARD
2204,7,95,762,8,3,2024-10-22,$254.2,11.1,CREDIT CARD
2205,5,105,1947,1328,1,2025-01-23,$58.58,9.9,Credit Card
2211,8,109,1624,659,2,2024-12-12,$260.61,7.7,ONLINE
2213,6,77,1568,545,4,2024-11-28,$117.53,11.2,Debit Card
2215,6,72,2608,1461,2,2024-12-21,$54.02,9.2,Debit Card
2217,7,62,3148,125,1,2025-01-25,$16.32,9.4,online
2221,6,99,2886,217,5,2025-06-29,$187.99,10.7,CASH
2222,5,92,2156,263,5,2025-07-01,$27.48,9.1,cash
2224,8,30,4242,194,4,2025-02-03,$30.94,9.6,Credit Card
2230,8,57,4400,98,1,2024-11-24,$34.3,8.9,Credit Card
2234,7,62,431,143,1,2025-07-01,$214.07,8.5,Cash
2238,6,72,105,10,5,2024-10-27,$33.1,3.7,Credit Card
2240,6,74,1525,171,2,2025-05-22,$169.8,12.0,CREDIT CARD
2241,8,94,2322,112,5,2024-11-23,$187.39,3.4,credit card
2242,7,104,3563,274,1,2025-02-22,$272.79,7.3,online
2243,7,5,1397,343,5,2025-06-08,$34.85,7.1,credit card
2244,5,40,4146,6,3,2025-06-19,$143.57,3.7,Credit Card
2249,8,94,213,257,1,2025-05-18,$185.2,10.4,credit card
2253,5,40,596,1370,5,2025-05-02,$7.44,7.5,Cash
2254,7,62,2672,1172,1,2025-10-30,$5.85,10.1,ONLINE
2255,5,113,1477,36,1,2025-05-02,$59.16,11.5,cash
2256,8,85,3193,106,2,2024-10-07,$226.74,6.4,DEBIT CARD
2257,8,91,4457,389,1,2025-06-19,$194.12,10.5,debit card
2259,5,20,218,233,5,2025-02-20,$130.21,8.5,credit card
2260,8,94,1489,241,2,2025-07-21,$116.5,10.9,credit card
2265,5,20,224,821,1,2025-07-28,$82.56,11.9,cash
2266,5,47,398,428,2,2025-10-19,$122.06,8.1,Cash
2275,6,66,1935,284,2,2025-01-06,$224.27,5.8,Debit Card
2276,6,96,3187,592,1,2024-11-19,$192.28,9.7,ONLINE
2280,8,57,3439,624,5,2024-10-21,$185.93,6.9,credit card
2286,5,22,4086,204,1,2025-06-18,$169.49,10.6,Debit Card
2293,8,80,3226,426,3,2024-11-08,$52.47,7.9,credit card
2297,5,92,594,1084,2,2024-10-05,$295.43,5.3,Cash
2302,5,119,3495,838,4,2024-12-15,$228.84,5.5,Debit Card
2306,8,109,558,64,1,2025-07-13,$213.98,4.7,credit card
2308,5,76,3866,129,4,2025-01-09,$175.63,7.7,CREDIT CARD
2310,8,57,528,277,2,2024-10-18,$263.64,4.4,ONLINE
2311,5,113,4817,260,2,2025-07-01,$296.98,3.2,credit card
2313,5,22,1599,841,1,2024-11-03,$87.33,10.5,CREDIT CARD
2314,7,7,1152,66,4,2024-10-06,$200.82,4.4,CREDIT CARD
2315,6,49,2457,1317,2,2025-10-10,$111.78,3.0,debit card
2320,8,94,4641,167,2,2025-11-12,$124.63,9.4,debit card
2321,8,57,853,661,4,2025-05-09,$140.55,6.6,online
2324,5,20,2042,650,1,2025-06-08,$143.84,4.3,debit card
2325,8,57,465,67,1,2025-08-14,$108.23,7.2,cash
2328,8,116,4578,870,4,2025-04-08,$119.35,10.1,Credit Card
