stock_id,store_id,product_id,quantity,reorder_level,last_restocked,batch_number,expiry_date,received_date,condition_notes
870,9,4105,93,48,2026-06-13,BATCH-870,2029-10-02,2026-06-13,
871,10,3921,19,51,2026-07-13,BATCH-871,2027-08-21,2026-07-13,Below reorder level - reorder placed 2026-07-19
872,12,4433,73,46,2025-08-28,BATCH-872,2026-09-22,2025-08-28,Expiring in 12 days - flag for clearance
873,4,4528,15,49,2026-07-19,BATCH-873,2029-12-19,2026-07-19,Below reorder level - reorder placed 2026-07-22
874,10,713,99,32,2026-01-29,BATCH-874,2028-06-02,2026-01-29,
875,9,1858,101,40,2025-08-12,BATCH-875,2027-09-07,2025-08-12,
876,3,4525,3,27,2026-08-01,BATCH-876,2028-08-31,2026-08-01,Below reorder level - reorder placed 2026-08-07
877,1,3709,23,19,2026-09-03,BATCH-877,2029-07-29,2026-09-03,
878,4,4315,55,47,2026-04-13,BATCH-878,2028-10-31,2026-04-13,
879,7,162,87,33,2026-02-11,BATCH-879,2027-06-08,2026-02-11,
880,2,1161,48,25,2025-06-26,BATCH-880,2027-04-27,2025-06-26,
881,2,310,5,21,2025-07-29,BATCH-881,2027-05-13,2025-07-29,
882,12,2241,8,37,2025-06-08,BATCH-882,2027-03-04,2025-06-08,
883,11,4875,1,19,2025-10-25,BATCH-883,2026-09-06,2025-10-25,Expiring in 0 days - flag for clearance; Below reorder level - reorder placed 2025-11-05
884,11,4311,105,39,2025-11-08,BATCH-884,2029-06-21,2025-11-08,
885,7,1102,75,18,2025-12-13,BATCH-885,2027-05-05,2025-12-13,
886,3,1119,82,53,2025-06-12,BATCH-886,2026-05-17,2025-06-12,Expiring in 0 days - flag for clearance
887,1,4895,15,42,2025-12-17,BATCH-887,2026-03-20,2025-12-17,Expiring in 0 days - flag for clearance
888,11,2620,95,37,2026-04-09,BATCH-888,2027-02-21,2026-04-09,
889,3,557,9,54,2025-11-21,BATCH-889,2027-05-16,2025-11-21,Below reorder level - reorder placed 2025-12-03
890,10,2207,47,35,2025-12-14,BATCH-890,2028-03-23,2025-12-14,
891,3,4880,2,40,2026-03-15,BATCH-891,2028-03-27,2026-03-15,Below reorder level - reorder placed 2026-03-26
892,8,110,20,20,2026-06-12,BATCH-892,2028-06-15,2026-06-12,
893,1,2577,43,16,2025-12-06,BATCH-893,2026-09-14,2025-12-06,Expiring in 4 days - flag for clearance
894,4,1227,100,45,2025-12-14,BATCH-894,2027-05-04,2025-12-14,
895,7,787,95,48,2025-10-08,BATCH-895,2026-12-17,2025-10-08,
896,4,3517,74,52,2026-06-24,BATCH-896,2027-01-06,2026-06-24,
897,4,4215,106,35,2025-11-29,BATCH-897,2027-06-20,2025-11-29,
898,1,3347,112,58,2026-05-09,BATCH-898,2028-05-03,2026-05-09,
899,9,4671,74,48,2025-12-14,BATCH-899,2026-10-17,2025-12-14,Expiring in 37 days - monitor
900,5,3555,117,41,2026-04-12,BATCH-900,2028-10-21,2026-04-12,
901,5,3587,107,48,2026-07-06,BATCH-901,2026-07-30,2026-07-06,Expiring in 0 days - flag for clearance
902,2,2223,105,28,2026-01-16,BATCH-902,2026-03-25,2026-01-16,Expiring in 0 days - flag for clearance
903,9,2552,119,32,2026-06-04,BATCH-903,2028-12-09,2026-06-04,
904,10,1285,67,35,2026-02-21,BATCH-904,2026-01-05,2026-02-21,Expiring in 0 days - flag for clearance
905,4,4636,52,39,2025-06-06,BATCH-905,2028-03-04,2025-06-06,
906,4,1871,76,23,2026-02-06,BATCH-906,2029-02-18,2026-02-06,
907,4,2328,10,48,2025-12-30,BATCH-907,2027-03-25,2025-12-30,Below reorder level - reorder placed 2026-01-09
908,2,2737,33,23,2026-07-05,BATCH-908,2027-09-14,2026-07-05,
909,3,3881,0,35,2026-01-09,BATCH-909,2028-02-29,2026-01-09,Below reorder level - reorder placed 2026-01-22
910,5,3188,34,57,2025-07-10,BATCH-910,2028-10-17,2025-07-10,Below reorder level - reorder placed 2025-07-21
911,2,2149,5,30,2025-07-11,BATCH-911,2026-05-25,2025-07-11,Expiring in 0 days - flag for clearance; Below reorder level - reorder placed 2025-07-23
912,10,1267,17,32,2025-09-05,BATCH-912,2029-01-20,2025-09-05,Below reorder level - reorder placed 2025-09-16
913,3,128,72,19,2026-01-14,BATCH-913,2027-08-02,2026-01-14,
914,4,1485,22,40,2026-08-30,BATCH-914,2026-02-05,2026-08-30,Expiring in 0 days - flag for clearance; Below reorder level - reorder placed 2026-09-04
915,6,4146,24,45,2026-02-13,BATCH-915,2026-11-05,2026-02-13,Below reorder level - reorder placed 2026-02-24
916,2,2570,101,57,2026-02-03,BATCH-916,2028-10-16,2026-02-03,
917,4,1446,41,19,2026-07-15,BATCH-917,2029-10-15,2026-07-15,
918,11,4520,117,15,2026-06-25,BATCH-918,2029-01-26,2026-06-25,
919,5,3865,114,29,2026-07-08,BATCH-919,2026-01-05,2026-07-08,Expiring in 0 days - flag for clearance
920,10,2188,85,43,2025-08-25,BATCH-920,2026-02-16,2025-08-25,Expiring in 0 days - flag for clearance
921,3,2954,16,39,2026-06-06,BATCH-921,2029-11-17,2026-06-06,Below reorder level - reorder placed 2026-06-14
922,10,3664,117,52,2025-09-07,BATCH-922,2029-08-02,2025-09-07,
923,1,3625,112,59,2025-11-14,BATCH-923,2029-06-21,2025-11-14,
924,8,4379,8,45,2025-10-14,BATCH-924,2026-11-28,2025-10-14,Below reorder level - reorder placed 2025-10-22
925,9,4682,49,39,2025-07-31,BATCH-925,2027-11-19,2025-07-31,
926,5,682,112,18,2025-06-01,BATCH-926,2026-10-28,2025-06-01,
927,12,503,37,24,2026-01-05,BATCH-927,2026-07-23,2026-01-05,Expiring in 0 days - flag for clearance
928,6,4859,117,37,2025-11-23,BATCH-928,2028-12-08,2025-11-23,
929,10,3506,40,53,2025-07-22,BATCH-929,2029-12-25,2025-07-22,Below reorder level - reorder placed 2025-08-04
930,3,40,12,52,2026-04-28,BATCH-930,2028-04-08,2026-04-28,Below reorder level - reorder placed 2026-05-06
931,12,3798,56,15,2026-01-15,BATCH-931,2028-03-22,2026-01-15,
932,10,2263,17,39,2025-12-06,BATCH-932,2028-09-12,2025-12-06,
933,12,1019,114,29,2025-06-28,BATCH-933,2030-01-16,2025-06-28,
934,10,1752,9,18,2025-12-23,BATCH-934,2026-05-26,2025-12-23,Expiring in 0 days - flag for clearance
935,4,2532,78,15,2025-12-12,BATCH-935,2027-03-07,2025-12-12,
936,2,191,112,28,2026-08-14,BATCH-936,2026-11-14,2026-08-14,Expiring in 65 days - monitor
937,6,3845,100,30,2026-04-09,BATCH-937,2026-02-11,2026-04-09,Expiring in 0 days - flag for clearance
938,8,818,81,25,2026-03-02,BATCH-938,2026-12-16,2026-03-02,
939,7,953,68,20,2026-07-09,BATCH-939,2026-04-05,2026-07-09,Expiring in 0 days - flag for clearance
940,4,3836,35,35,2026-01-07,BATCH-940,2027-05-19,2026-01-07,
941,9,4994,117,46,2026-01-15,BATCH-941,2027-07-08,2026-01-15,
942,3,3049,4,53,2026-08-14,BATCH-942,2026-09-01,2026-08-14,Expiring in 0 days - flag for clearance
943,7,971,36,42,2025-07-04,BATCH-943,2027-06-06,2025-07-04,Below reorder level - reorder placed 2025-07-11
944,4,3747,108,43,2026-08-10,BATCH-944,2029-04-29,2026-08-10,
945,12,728,7,36,2025-11-26,BATCH-945,2027-03-10,2025-11-26,
946,11,4142,19,50,2026-06-02,BATCH-946,2029-06-28,2026-06-02,Below reorder level - reorder placed 2026-06-09
947,3,723,112,47,2025-12-21,BATCH-947,2028-05-13,2025-12-21,
948,7,4192,33,29,2026-01-22,BATCH-948,2026-06-18,2026-01-22,Expiring in 0 days - flag for clearance
949,8,4844,50,19,2026-08-11,BATCH-949,2029-06-09,2026-08-11,
950,2,260,89,27,2026-09-02,BATCH-950,2028-05-17,2026-09-02,
951,5,2300,103,16,2025-11-04,BATCH-951,2028-07-01,2025-11-04,
952,2,238,46,57,2026-03-30,BATCH-952,2028-10-12,2026-03-30,
953,6,2159,41,20,2025-10-12,BATCH-953,2027-05-23,2025-10-12,
954,9,1248,78,37,2026-07-02,BATCH-954,2026-02-12,2026-07-02,Expiring in 0 days - flag for clearance
955,1,53,24,29,2025-09-07,BATCH-955,2027-01-16,2025-09-07,
956,1,2988,110,20,2026-08-11,BATCH-956,2026-12-14,2026-08-11,
957,5,2855,94,36,2026-04-28,BATCH-957,2027-07-26,2026-04-28,
958,5,1690,114,27,2025-06-05,BATCH-958,2026-08-17,2025-06-05,Expiring in 0 days - flag for clearance
959,12,660,8,27,2025-07-04,BATCH-959,2028-09-26,2025-07-04,
960,11,3631,114,51,2025-11-03,BATCH-960,2028-06-18,2025-11-03,
961,9,548,36,50,2026-06-10,BATCH-961,2026-09-21,2026-06-10,Expiring in 11 days - flag for clearance; Below reorder level - reorder placed 2026-06-17
962,7,2222,34,23,2025-08-15,BATCH-962,2028-06-10,2025-08-15,
963,6,549,89,19,2026-08-11,BATCH-963,2028-07-26,2026-08-11,
964,8,2127,51,18,2025-06-22,BATCH-964,2027-12-23,2025-06-22,
965,11,1571,3,24,2025-12-30,BATCH-965,2029-12-05,2025-12-30,Below reorder level - reorder placed 2026-01-07
966,11,2165,89,45,2026-06-14,BATCH-966,2028-11-18,2026-06-14,
967,3,1878,10,22,2026-07-07,BATCH-967,2028-09-01,2026-07-07,Below reorder level - reorder placed 2026-07-15
968,1,2632,38,38,2025-08-15,BATCH-968,2028-11-12,2025-08-15,
969,10,8,4,40,2025-10-05,BATCH-969,2029-12-10,2025-10-05,Below reorder level - reorder placed 2025-10-10
970,6,3802,19,25,2026-03-09,BATCH-970,2026-11-17,2026-03-09,Below reorder level - reorder placed 2026-03-20
971,10,3739,117,20,2025-06-24,BATCH-971,2027-07-26,2025-06-24,
972,4,2179,57,59,2026-06-30,BATCH-972,2026-01-05,2026-06-30,Expiring in 0 days - flag for clearance; Below reorder level - reorder placed 2026-07-07
973,6,1018,58,47,2026-06-10,BATCH-973,2027-09-14,2026-06-10,
974,12,920,114,41,2026-02-21,BATCH-974,2026-12-19,2026-02-21,
975,2,721,22,59,2026-05-23,BATCH-975,2030-01-02,2026-05-23,
976,2,4079,36,28,2025-07-26,BATCH-976,2027-08-02,2025-07-26,
977,9,3727,114,38,2026-02-01,BATCH-977,2027-04-09,2026-02-01,
978,9,4351,66,48,2026-05-01,BATCH-978,2026-08-21,2026-05-01,Expiring in 0 days - flag for clearance
979,8,36,107,37,2025-10-16,BATCH-979,2026-07-24,2025-10-16,Expiring in 0 days - flag for clearance
980,3,4898,50,41,2025-08-13,BATCH-980,2026-10-26,2025-08-13,
981,2,3399,12,22,2026-04-11,BATCH-981,2028-01-07,2026-04-11,Below reorder level - reorder placed 2026-04-18
982,10,4477,99,28,2026-04-14,BATCH-982,2027-02-01,2026-04-14,
983,12,4348,118,22,2025-07-07,BATCH-983,2026-12-19,2025-07-07,
984,3,454,32,50,2026-08-16,BATCH-984,2029-01-04,2026-08-16,Below reorder level - reorder placed 2026-08-26
985,12,2351,84,54,2025-12-28,BATCH-985,2029-04-03,2025-12-28,
986,5,2081,118,35,2026-02-21,BATCH-986,2026-12-02,2026-02-21,
987,5,144,19,43,2026-05-03,BATCH-987,2028-04-12,2026-05-03,Below reorder level - reorder placed 2026-05-07
988,3,3403,57,36,2025-08-22,BATCH-988,2026-11-03,2025-08-22,Expiring in 54 days - monitor
989,5,1609,81,54,2026-02-06,BATCH-989,2026-02-16,2026-02-06,Expiring in 0 days - flag for clearance
990,7,866,91,27,2026-04-17,BATCH-990,2027-06-16,2026-04-17,
991,5,3620,59,38,2026-05-15,BATCH-991,2026-09-06,2026-05-15,Expiring in 0 days - flag for clearance
992,10,4229,90,35,2026-05-01,BATCH-992,2028-09-27,2026-05-01,
993,8,848,87,59,2026-05-20,BATCH-993,2027-07-15,2026-05-20,
994,10,1220,32,24,2025-06-17,BATCH-994,2028-01-25,2025-06-17,
995,10,3497,5,23,2026-05-21,BATCH-995,2029-11-11,2026-05-21,Below reorder level - reorder placed 2026-05-27
996,5,1857,117,52,2025-08-29,BATCH-996,2029-08-02,2025-08-29,
997,6,3611,99,48,2026-05-02,BATCH-997,2026-01-28,2026-05-02,Expiring in 0 days - flag for clearance
998,9,2212,99,15,2025-10-10,BATCH-998,2026-12-01,2025-10-10,Expiring in 82 days - monitor
999,8,2021,47,20,2025-12-25,BATCH-999,2028-08-05,2025-12-25,
1000,11,1555,54,47,2025-09-19,BATCH-1000,2027-03-18,2025-09-19,
1001,6,443,73,56,2025-08-14,BATCH-1001,2029-01-17,2025-08-14,
1002,4,3215,90,23,2025-08-28,BATCH-1002,2027-02-27,2025-08-28,
1003,10,2543,78,23,2025-12-21,BATCH-1003,2027-03-01,2025-12-21,
1004,6,678,34,27,2026-08-17,BATCH-1004,2029-10-13,2026-08-17,
1005,11,3147,31,24,2025-08-11,BATCH-1005,2026-06-21,2025-08-11,Expiring in 0 days - flag for clearance
1006,12,4016,92,53,2026-04-09,BATCH-1006,2028-03-03,2026-04-09,
1007,9,2345,101,35,2025-12-09,BATCH-1007,2026-08-15,2025-12-09,Expiring in 0 days - flag for clearance
1008,3,64,2,44,2026-08-18,BATCH-1008,2026-02-12,2026-08-18,Expiring in 0 days - flag for clearance
1009,8,4684,15,37,2026-02-23,BATCH-1009,2028-03-14,2026-02-23,
1010,1,4406,35,27,2025-07-16,BATCH-1010,2027-01-05,2025-07-16,
1011,7,4936,102,40,2026-01-01,BATCH-1011,2027-08-04,2026-01-01,
1012,4,4031,75,15,2026-02-23,BATCH-1012,2026-12-31,2026-02-23,
1013,3,4983,114,52,2026-08-22,BATCH-1013,2026-11-06,2026-08-22,
1014,10,1896,30,58,2026-05-28,BATCH-1014,2025-12-23,2026-05-28,Expiring in 0 days - flag for clearance; Below reorder level - reorder placed 2026-06-10
1015,5,1419,99,29,2026-01-29,BATCH-1015,2026-04-20,2026-01-29,Expiring in 0 days - flag for clearance
1016,7,1215,33,39,2025-11-03,BATCH-1016,2027-04-19,2025-11-03,
1017,5,3665,90,55,2026-07-25,BATCH-1017,2026-02-16,2026-07-25,Expiring in 0 days - flag for clearance
1018,12,3510,117,25,2026-06-26,BATCH-1018,2028-07-01,2026-06-26,
1019,9,462,4,17,2025-10-16,BATCH-1019,2026-09-26,2025-10-16,Expiring in 16 days - flag for clearance
1020,7,524,98,57,2026-03-10,BATCH-1020,2029-03-19,2026-03-10,
1021,11,987,74,19,2025-08-17,BATCH-1021,2027-02-03,2025-08-17,
1022,8,4161,18,38,2025-12-03,BATCH-1022,2026-01-04,2025-12-03,Expiring in 0 days - flag for clearance; Below reorder level - reorder placed 2025-12-09
1023,12,3963,13,31,2026-08-31,BATCH-1023,2026-05-27,2026-08-31,Expiring in 0 days - flag for clearance; Below reorder level - reorder placed 2026-09-11
1024,4,2007,111,34,2025-10-20,BATCH-1024,2028-12-21,2025-10-20,
1025,9,1226,61,35,2026-03-12,BATCH-1025,2029-06-14,2026-03-12,
1026,5,48,33,48,2025-06-06,BATCH-1026,2026-01-10,2025-06-06,Expiring in 0 days - flag for clearance
1027,5,3843,101,24,2025-06-30,BATCH-1027,2026-05-09,2025-06-30,Expiring in 0 days - flag for clearance
1028,3,957,77,58,2026-03-02,BATCH-1028,2026-09-30,2026-03-02,Expiring in 20 days - flag for clearance
1029,12,3036,13,33,2026-07-31,BATCH-1029,2028-04-02,2026-07-31,Below reorder level - reorder placed 2026-08-12
1030,7,4286,84,21,2026-08-30,BATCH-1030,2028-10-11,2026-08-30,
1031,7,747,77,30,2025-10-07,BATCH-1031,2030-01-17,2025-10-07,
1032,6,4255,67,28,2025-12-02,BATCH-1032,2029-05-13,2025-12-02,
1033,4,462,82,22,2026-06-24,BATCH-1033,2026-09-26,2026-06-24,Expiring in 16 days - flag for clearance
1034,7,2168,35,18,2026-04-10,BATCH-1034,2026-08-05,2026-04-10,Expiring in 0 days - flag for clearance
1035,3,3842,113,53,2025-08-05,BATCH-1035,2026-07-12,2025-08-05,Expiring in 0 days - flag for clearance
1036,3,3546,81,59,2026-04-14,BATCH-1036,2026-05-01,2026-04-14,Expiring in 0 days - flag for clearance
1037,5,814,86,40,2026-07-24,BATCH-1037,2027-05-06,2026-07-24,
1038,10,695,82,24,2025-07-19,BATCH-1038,2029-07-10,2025-07-19,
1039,10,3420,27,25,2026-02-18,BATCH-1039,2029-12-19,2026-02-18,
1040,9,2975,11,57,2025-08-10,BATCH-1040,2026-10-06,2025-08-10,Expiring in 26 days - flag for clearance; Below reorder level - reorder placed 2025-08-22
1041,1,1849,64,16,2026-03-28,BATCH-1041,2028-03-08,2026-03-28,
1042,3,2401,18,32,2026-01-18,BATCH-1042,2029-01-07,2026-01-18,Below reorder level - reorder placed 2026-01-21
1043,12,3225,93,38,2026-08-09,BATCH-1043,2029-05-18,2026-08-09,
1044,6,4252,52,42,2025-09-05,BATCH-1044,2027-08-21,2025-09-05,
1045,2,2081,34,53,2026-07-17,BATCH-1045,2026-12-02,2026-07-17,Expiring in 83 days - monitor; Below reorder level - reorder placed 2026-07-20
1046,3,639,100,23,2025-10-10,BATCH-1046,2027-06-09,2025-10-10,
1047,8,76,116,57,2026-06-29,BATCH-1047,2026-08-23,2026-06-29,Expiring in 0 days - flag for clearance
1048,6,4527,63,20,2026-08-15,BATCH-1048,2026-02-16,2026-08-15,Expiring in 0 days - flag for clearance
1049,5,327,70,23,2026-07-22,BATCH-1049,2026-10-12,2026-07-22,Expiring in 32 days - monitor
1050,6,3425,6,52,2026-06-20,BATCH-1050,2026-08-28,2026-06-20,Expiring in 0 days - flag for clearance; Below reorder level - reorder placed 2026-06-25
1051,10,1384,107,29,2026-05-22,BATCH-1051,2027-04-26,2026-05-22,
1052,5,1759,4,19,2026-03-01,BATCH-1052,2028-02-07,2026-03-01,Below reorder level - reorder placed 2026-03-11
1053,12,3436,70,35,2025-11-14,BATCH-1053,2027-02-09,2025-11-14,
1054,10,4389,52,30,2026-03-10,BATCH-1054,2028-05-15,2026-03-10,
1055,10,1856,53,36,2025-12-09,BATCH-1055,2026-11-06,2025-12-09,Expiring in 57 days - monitor
1056,1,561,96,45,2026-05-16,BATCH-1056,2029-09-14,2026-05-16,
1057,11,1324,110,18,2025-06-11,BATCH-1057,2028-10-05,2025-06-11,
1058,10,832,44,22,2025-10-30,BATCH-1058,2028-11-26,2025-10-30,
1059,1,3643,33,19,2025-06-19,BATCH-1059,2029-08-24,2025-06-19,
1060,6,3968,55,29,2025-12-10,BATCH-1060,2027-07-21,2025-12-10,
1061,3,3133,20,34,2025-12-06,BATCH-1061,2027-04-24,2025-12-06,Below reorder level - reorder placed 2025-12-19
1062,9,1752,71,41,2025-10-30,BATCH-1062,2026-05-26,2025-10-30,Expiring in 0 days - flag for clearance
1063,3,3420,22,54,2025-06-19,BATCH-1063,2029-12-19,2025-06-19,Below reorder level - reorder placed 2025-06-30
1064,1,52,53,59,2026-03-15,BATCH-1064,2029-08-05,2026-03-15,Below reorder level - reorder placed 2026-03-26
1065,4,4434,97,18,2026-04-06,BATCH-1065,2029-02-18,2026-04-06,
1066,12,4906,86,53,2025-10-26,BATCH-1066,2026-10-28,2025-10-26,Expiring in 48 days - monitor
1067,11,843,35,19,2026-04-12,BATCH-1067,2027-02-17,2026-04-12,
1068,10,1888,10,53,2025-07-07,BATCH-1068,2028-11-11,2025-07-07,Below reorder level - reorder placed 2025-07-14
1069,10,4112,9,36,2026-05-13,BATCH-1069,2027-05-23,2026-05-13,Below reorder level - reorder placed 2026-05-20
1070,11,2726,37,46,2025-09-03,BATCH-1070,2028-04-26,2025-09-03,
1071,7,3975,51,42,2026-08-22,BATCH-1071,2026-11-22,2026-08-22,Expiring in 73 days - monitor
1072,1,4450,100,42,2026-02-12,BATCH-1072,2028-08-01,2026-02-12,
1073,10,343,100,48,2025-12-17,BATCH-1073,2028-01-16,2025-12-17,
1074,3,2036,53,17,2026-08-27,BATCH-1074,2027-03-13,2026-08-27,
1075,10,3475,1,31,2026-02-01,BATCH-1075,2027-10-04,2026-02-01,Below reorder level - reorder placed 2026-02-10
1076,1,2970,62,36,2025-10-30,BATCH-1076,2029-08-01,2025-10-30,
1077,9,2772,66,25,2025-11-17,BATCH-1077,2029-02-28,2025-11-17,
1078,10,807,74,48,2025-11-28,BATCH-1078,2028-12-11,2025-11-28,
1079,9,2707,43,30,2026-01-16,BATCH-1079,2026-03-28,2026-01-16,Expiring in 0 days - flag for clearance
1080,4,2249,25,32,2025-12-31,BATCH-1080,2028-10-01,2025-12-31,
1081,6,4116,23,40,2026-06-26,BATCH-1081,2026-02-25,2026-06-26,Expiring in 0 days - flag for clearance
1082,5,1793,50,29,2025-08-04,BATCH-1082,2029-03-25,2025-08-04,
1083,7,430,43,48,2025-06-21,BATCH-1083,2029-05-30,2025-06-21,Below reorder level - reorder placed 2025-06-26
1084,5,263,36,56,2025-07-08,BATCH-1084,2027-09-05,2025-07-08,Below reorder level - reorder placed 2025-07-11
1085,7,3860,13,50,2026-02-26,BATCH-1085,2026-12-29,2026-02-26,Below reorder level - reorder placed 2026-03-10
1086,12,985,116,17,2026-03-18,BATCH-1086,2029-10-27,2026-03-18,
1087,6,4574,26,49,2026-08-15,BATCH-1087,2026-05-05,2026-08-15,Expiring in 0 days - flag for clearance; Below reorder level - reorder placed 2026-08-22
1088,10,4858,6,22,2026-08-13,BATCH-1088,2028-10-10,2026-08-13,Below reorder level - reorder placed 2026-08-25
1089,10,1017,1,43,2026-06-07,BATCH-1089,2029-11-10,2026-06-07,Below reorder level - reorder placed 2026-06-13
1090,11,2838,78,23,2026-08-27,BATCH-1090,2029-06-18,2026-08-27,
1091,5,4249,93,32,2026-01-10,BATCH-1091,2029-07-12,2026-01-10,
1092,6,287,69,31,2025-06-27,BATCH-1092,2028-11-01,2025-06-27,
1093,8,2792,90,43,2026-04-12,BATCH-1093,2026-01-29,2026-04-12,Expiring in 0 days - flag for clearance
1094,12,2433,85,56,2025-09-02,BATCH-1094,2028-06-24,2025-09-02,
1095,10,1473,68,52,2026-06-26,BATCH-1095,2026-10-02,2026-06-26,Expiring in 22 days - flag for clearance
1096,9,2027,53,34,2025-10-02,BATCH-1096,2029-06-29,2025-10-02,
1097,1,3590,28,26,2025-06-04,BATCH-1097,2027-08-06,2025-06-04,
1098,3,2372,50,53,2025-10-01,BATCH-1098,2026-06-07,2025-10-01,Expiring in 0 days - flag for clearance
1099,2,424,33,35,2026-06-11,BATCH-1099,2028-04-11,2026-06-11,Below reorder level - reorder placed 2026-06-17
1100,9,3937,80,58,2025-07-29,BATCH-1100,2027-01-06,2025-07-29,
1101,11,3811,71,53,2025-09-20,BATCH-1101,2026-02-25,2025-09-20,Expiring in 0 days - flag for clearance
1102,1,1307,14,32,2025-06-12,BATCH-1102,2029-08-19,2025-06-12,Below reorder level - reorder placed 2025-06-22
1103,7,4022,15,19,2026-09-03,BATCH-1103,2029-04-06,2026-09-03,Below reorder level - reorder placed 2026-09-06
1104,2,3088,25,28,2026-06-22,BATCH-1104,2027-05-21,2026-06-22,Below reorder level - reorder placed 2026-06-25
1105,1,1148,17,25,2025-06-18,BATCH-1105,2026-10-09,2025-06-18,Expiring in 29 days - flag for clearance; Below reorder level - reorder placed 2025-06-21
1106,11,1455,35,47,2026-08-15,BATCH-1106,2026-12-31,2026-08-15,
1107,1,1469,6,56,2026-03-12,BATCH-1107,2030-01-18,2026-03-12,Below reorder level - reorder placed 2026-03-18
1108,6,317,28,56,2025-08-04,BATCH-1108,2028-03-17,2025-08-04,Below reorder level - reorder placed 2025-08-09
1109,11,4695,66,48,2025-07-23,BATCH-1109,2029-07-27,2025-07-23,
1110,3,75,7,17,2025-07-15,BATCH-1110,2026-03-18,2025-07-15,Expiring in 0 days - flag for clearance; Below reorder level - reorder placed 2025-07-21
1111,8,4775,20,15,2025-07-23,BATCH-1111,2027-08-05,2025-07-23,
1112,7,944,6,40,2025-07-09,BATCH-1112,2027-07-17,2025-07-09,Below reorder level - reorder placed 2025-07-19
1113,7,2301,91,55,2025-08-06,BATCH-1113,2026-05-30,2025-08-06,Expiring in 0 days - flag for clearance
1114,4,386,31,56,2025-06-13,BATCH-1114,2029-11-21,2025-06-13,
1115,2,3728,47,57,2025-08-09,BATCH-1115,2027-09-28,2025-08-09,
1116,12,2310,33,57,2026-01-07,BATCH-1116,2026-11-09,2026-01-07,Below reorder level - reorder placed 2026-01-17
1117,3,3325,96,38,2025-06-22,BATCH-1117,2029-09-23,2025-06-22,
1118,1,4041,92,19,2025-11-01,BATCH-1118,2029-10-05,2025-11-01,
1119,3,3656,105,51,2025-11-20,BATCH-1119,2028-03-17,2025-11-20,
1120,5,985,18,59,2026-03-14,BATCH-1120,2029-10-27,2026-03-14,Below reorder level - reorder placed 2026-03-18
1121,1,2235,86,43,2025-09-11,BATCH-1121,2029-05-14,2025-09-11,
1122,10,4483,83,59,2026-06-16,BATCH-1122,2027-08-31,2026-06-16,
1123,6,4661,23,35,2026-08-05,BATCH-1123,2026-08-08,2026-08-05,Expiring in 0 days - flag for clearance; Below reorder level - reorder placed 2026-08-11
1124,2,353,63,22,2026-03-13,BATCH-1124,2027-02-15,2026-03-13,
1125,4,2763,66,17,2026-05-23,BATCH-1125,2029-11-07,2026-05-23,
1126,2,2663,77,53,2026-08-12,BATCH-1126,2028-02-22,2026-08-12,
1127,12,3510,25,59,2026-03-06,BATCH-1127,2028-07-01,2026-03-06,
1128,3,1717,0,18,2026-02-23,BATCH-1128,2027-02-25,2026-02-23,Below reorder level - reorder placed 2026-03-08
1129,7,2804,23,33,2025-07-08,BATCH-1129,2026-11-25,2025-07-08,
1130,12,3673,5,18,2025-06-03,BATCH-1130,2029-07-03,2025-06-03,Below reorder level - reorder placed 2025-06-09
1131,3,4580,3,39,2026-01-23,BATCH-1131,2029-09-25,2026-01-23,
1132,10,2848,57,35,2026-05-24,BATCH-1132,2030-01-11,2026-05-24,
1133,11,4060,28,44,2025-07-04,BATCH-1133,2028-01-17,2025-07-04,Below reorder level - reorder placed 2025-07-13
1134,7,4871,72,48,2026-05-20,BATCH-1134,2027-09-24,2026-05-20,
1135,7,1613,67,53,2025-11-29,BATCH-1135,2028-03-29,2025-11-29,
1136,12,2529,117,58,2026-05-08,BATCH-1136,2028-01-24,2026-05-08,
1137,8,1311,3,37,2026-03-01,BATCH-1137,2027-05-02,2026-03-01,
1138,6,3928,78,46,2026-04-18,BATCH-1138,2026-06-07,2026-04-18,Expiring in 0 days - flag for clearance
1139,1,4284,94,38,2026-03-11,BATCH-1139,2027-07-28,2026-03-11,
1140,11,1567,46,53,2025-10-23,BATCH-1140,2026-06-12,2025-10-23,Expiring in 0 days - flag for clearance; Below reorder level - reorder placed 2025-11-01
1141,7,2608,87,21,2026-07-12,BATCH-1141,2029-12-09,2026-07-12,
1142,4,649,21,17,2025-11-28,BATCH-1142,2029-03-31,2025-11-28,
1143,12,1423,29,42,2025-11-15,BATCH-1143,2027-04-26,2025-11-15,Below reorder level - reorder placed 2025-11-28
1144,11,1641,108,23,2026-05-22,BATCH-1144,2030-01-17,2026-05-22,
1145,8,4164,98,46,2026-02-14,BATCH-1145,2028-11-28,2026-02-14,
1146,6,3186,119,30,2025-11-13,BATCH-1146,2028-10-01,2025-11-13,
1147,1,2384,89,45,2025-06-02,BATCH-1147,2026-07-28,2025-06-02,Expiring in 0 days - flag for clearance
1148,5,2,65,17,2025-06-04,BATCH-1148,2026-08-08,2025-06-04,Expiring in 0 days - flag for clearance
1149,2,4705,78,52,2025-11-11,BATCH-1149,2027-04-19,2025-11-11,
1150,6,2584,49,42,2026-06-02,BATCH-1150,2028-09-15,2026-06-02,
1151,5,4275,27,53,2025-11-13,BATCH-1151,2029-02-05,2025-11-13,
