sale_id,store_id,employee_id,product_id,customer_id,quantity,sale_date,unit_price,discount_pct,payment_method
1328,1,17,592,143,1,21/09/2025,217.21,29.3,Credit Card
1333,3,21,260,190,2,19/03/2025,180.41,5.6,Online
1334,2,26,4619,89,1,07/02/2025,241.32,11.7,Online
1337,3,115,1046,175,2,06/10/2024,203.46,9.2,Credit Card
1338,3,53,193,239,3,26/11/2024,33.98,10.5,Online
1340,1,50,2906,504,2,08/02/2025,103.08,26.5,Debit Card
1341,3,88,4611,837,1,17/10/2024,101.81,3.3,Cash
1346,3,14,4620,222,5,25/09/2025,217.43,10.1,Credit Card
1347,4,42,1660,107,4,08/11/2024,298.26,3.7,Debit Card
1348,4,1,1893,1386,4,05/03/2025,230.97,6.4,Credit Card
1361,3,88,4130,691,5,16/10/2024,123.73,3.6,Debit Card
1364,4,70,3600,571,1,07/06/2025,138.14,7.7,Cash
1366,3,14,2109,880,4,01/04/2025,175.51,4.8,Debit Card
1375,2,110,4706,877,2,28/10/2024,279.0,11.6,Debit Card
1379,1,29,3027,97,2,13/10/2024,223.94,24.8,Credit Card
1384,2,69,480,124,1,08/03/2025,108.9,6.0,Credit Card
1394,2,45,1355,255,1,12/10/2025,272.04,6.3,Debit Card
1395,4,56,1011,613,4,20/12/2024,294.24,9.4,Debit Card
1399,4,56,3973,161,2,22/10/2025,106.98,5.9,Debit Card
1404,3,88,3148,219,1,15/11/2025,16.32,6.8,Debit Card
1406,2,89,430,243,1,29/11/2024,141.68,6.8,Cash
1407,1,17,205,1241,2,11/06/2025,233.41,27.9,Online
1413,4,31,3634,171,1,10/05/2025,182.38,7.9,Online
1417,1,48,303,92,1,04/08/2025,262.69,23.3,Cash
1419,3,21,2089,273,4,25/10/2024,165.99,9.3,Debit Card
1421,3,115,4301,249,1,30/12/2024,94.17,10.8,Online
1426,2,10,3353,138,2,06/12/2024,60.01,10.9,Debit Card
1427,3,53,30,7,5,20/02/2025,185.07,11.5,Cash
1433,2,83,403,662,5,11/05/2025,119.61,6.8,Debit Card
1438,4,70,2538,1006,4,03/07/2025,242.41,6.1,Cash
1439,2,43,4475,127,4,25/01/2025,106.24,4.1,Credit Card
1440,2,43,2114,500,3,05/05/2025,173.73,3.5,Online
1442,4,70,392,56,1,05/12/2024,73.0,6.7,Debit Card
1447,4,42,4306,38,5,30/10/2025,88.64,7.8,Credit Card
1448,1,17,848,182,2,04/10/2025,7.77,27.4,Credit Card
1450,4,34,2287,230,2,07/03/2025,65.37,10.3,Credit Card
1453,4,34,2543,12,4,05/11/2024,109.88,6.6,Credit Card
1456,4,70,2022,68,3,10/07/2025,206.09,4.7,Debit Card
1457,4,34,2765,1313,1,12/06/2025,69.85,3.1,Cash
1459,1,54,1398,161,5,25/11/2025,293.88,31.4,Online
1462,4,42,2975,600,5,27/10/2025,193.77,11.1,Debit Card
1463,4,42,2406,256,2,28/08/2025,93.68,10.9,Cash
1470,1,3,4270,1287,2,17/02/2025,198.43,26.6,Online
1475,2,28,133,1096,2,18/09/2025,9.06,10.7,Debit Card
1478,1,48,3180,401,4,25/06/2025,289.25,26.0,Credit Card
1484,1,50,1333,116,1,17/06/2025,140.57,33.9,Credit Card
1486,3,14,1306,225,1,15/03/2025,235.49,7.2,Credit Card
1487,1,58,972,664,2,04/03/2025,271.6,33.4,Credit Card
1488,4,70,4149,1315,2,30/10/2025,169.99,8.7,Credit Card
1489,4,34,1960,7,5,14/09/2025,57.02,5.2,Debit Card
1495,2,89,1511,1243,4,13/10/2025,287.82,8.5,Credit Card
1501,4,70,277,1496,2,23/06/2025,52.13,6.4,Online
1503,2,28,3562,1113,3,08/11/2024,153.18,9.4,Cash
1505,4,31,831,69,3,25/03/2025,188.91,6.8,Debit Card
1508,4,34,1814,270,4,18/05/2025,49.72,9.3,Cash
1510,2,89,3481,64,1,25/12/2024,275.89,4.3,Cash
1513,3,53,3165,289,3,28/09/2025,143.86,6.1,Debit Card
1514,2,110,3194,226,5,28/04/2025,272.54,6.3,Cash
1517,1,48,2995,219,2,26/03/2025,244.11,26.3,Online
1520,2,8,4880,342,1,19/12/2024,230.99,4.5,Cash
1521,4,34,3134,257,1,07/11/2025,74.59,10.8,Credit Card
1522,3,115,3357,138,4,11/04/2025,110.53,9.0,Debit Card
1525,4,31,802,261,1,14/07/2025,106.33,4.0,Credit Card
1530,2,73,4845,489,2,09/03/2025,27.05,5.2,Credit Card
1539,2,45,1517,263,5,14/09/2025,36.02,7.1,Debit Card
1542,1,118,1448,268,1,18/11/2025,125.82,23.5,Debit Card
1545,4,42,411,138,3,27/01/2025,138.32,3.5,Cash
1550,1,3,96,13,2,03/10/2024,44.16,22.8,Cash
1551,4,31,459,964,5,09/05/2025,18.18,4.4,Cash
1553,4,34,3665,1298,2,05/08/2025,76.94,11.5,Credit Card
1554,4,1,3646,1037,2,15/10/2025,261.37,8.6,Credit Card
1555,1,48,3395,1455,3,24/07/2025,16.63,30.2,Online
1560,2,26,4981,159,1,31/12/2024,269.89,3.6,Debit Card
1561,4,56,2401,57,2,27/11/2025,171.84,6.9,Credit Card
1562,2,45,2545,505,4,07/07/2025,68.27,3.1,Debit Card
1564,4,70,133,147,4,29/04/2025,9.06,8.6,Debit Card
1569,3,21,4939,124,1,12/05/2025,34.17,8.3,Debit Card
1574,3,21,3455,833,1,27/09/2025,267.12,4.1,Credit Card
1578,2,32,430,606,1,18/02/2025,141.68,7.6,Credit Card
1579,4,1,2441,908,1,20/02/2025,136.9,8.9,Credit Card
1581,2,73,2847,552,1,16/02/2025,25.55,6.5,Debit Card
1586,4,34,1072,227,4,15/10/2025,101.96,6.9,Credit Card
1588,3,21,3605,53,1,27/11/2024,70.46,8.1,Credit Card
1591,4,34,2357,1261,1,12/04/2025,87.62,3.4,Credit Card
1595,4,34,4534,143,4,11/04/2025,280.19,10.6,Debit Card
1600,3,115,1361,240,5,20/02/2025,178.53,11.1,Cash
1605,1,50,2980,110,1,20/03/2025,164.82,26.1,Debit Card
1607,1,54,4243,1358,3,07/01/2025,133.4,25.7,Online
1609,2,28,1288,891,3,07/08/2025,202.49,3.3,Online
1612,2,45,1874,46,2,14/05/2025,283.49,8.7,Online
1613,4,31,449,205,1,21/12/2024,80.26,11.7,Credit Card
1618,2,110,2989,464,5,27/03/2025,152.28,6.8,Credit Card
1619,2,73,3800,1284,2,02/08/2025,55.11,6.8,Credit Card
1620,4,56,1812,115,2,14/09/2025,88.98,4.9,Debit Card
1621,3,115,542,61,1,28/11/2025,109.31,4.5,Online
1627,1,118,4610,167,1,20/03/2025,60.85,28.9,Credit Card
1631,4,42,310,161,2,19/03/2025,78.93,3.8,Online
1637,1,3,4814,279,1,06/10/2025,62.81,32.2,Debit Card
1642,4,56,1941,30,1,14/03/2025,249.47,8.0,Debit Card
1643,3,88,4015,219,2,26/10/2024,242.21,6.9,Credit Card
1645,2,13,4927,211,5,13/11/2024,278.61,6.1,Debit Card
1646,4,42,2228,59,1,07/08/2025,84.67,6.9,Credit Card
1649,1,98,3926,162,1,16/04/2025,168.24,28.8,Cash
1650,2,26,1050,956,1,17/10/2025,29.12,9.8,Debit Card
1651,1,98,3363,293,2,13/11/2025,244.42,29.8,Online
1656,2,45,3738,71,1,24/10/2025,68.85,7.3,Credit Card
1657,1,48,3418,836,5,15/04/2025,205.41,32.1,Debit Card
1660,2,114,4669,41,2,03/07/2025,46.28,11.0,Cash
1665,4,1,2142,284,1,30/08/2025,283.95,10.7,Debit Card
1666,3,53,2694,1177,1,01/11/2025,208.8,8.2,Cash
1675,3,53,4277,107,1,24/04/2025,254.96,11.6,Debit Card
1676,1,50,4460,1478,1,31/10/2025,253.12,31.2,Cash
1677,4,42,848,430,1,22/07/2025,7.77,8.9,Online
1678,1,48,2326,1,2,12/09/2025,208.83,30.6,Online
1679,4,1,3396,63,4,09/08/2025,180.95,11.0,Credit Card
1681,2,69,1411,940,1,22/06/2025,200.58,7.7,Debit Card
1685,2,11,1463,1443,1,22/10/2024,216.97,4.5,Debit Card
1687,3,53,1794,3,1,12/05/2025,232.73,3.2,Credit Card
1690,2,114,2765,166,1,03/09/2025,69.85,10.7,Credit Card
1691,1,29,349,60,5,29/06/2025,263.46,32.9,Credit Card
1693,3,53,2196,253,5,04/05/2025,257.01,11.1,Credit Card
1696,4,1,907,85,1,16/07/2025,21.55,10.8,Online
1699,3,46,4215,259,1,27/06/2025,237.07,8.2,Credit Card
1703,1,4,1743,1218,1,12/01/2025,32.87,26.4,Online
1705,4,31,4620,216,1,10/03/2025,217.43,10.8,Credit Card
1708,4,70,2732,649,5,13/04/2025,91.73,5.0,Cash
1710,4,1,843,45,1,07/04/2025,123.91,4.3,Credit Card
1713,4,56,840,107,5,27/10/2024,40.89,3.3,Cash
1716,2,89,548,1338,4,19/06/2025,204.45,4.7,Credit Card
1722,3,14,4615,564,1,19/07/2025,141.46,9.9,Online
1724,4,31,1068,115,4,28/02/2025,39.25,9.5,Cash
1728,3,115,3827,829,1,08/02/2025,275.11,5.1,Online
1740,1,98,4825,975,5,16/11/2025,225.75,24.2,Credit Card
1741,2,11,389,142,1,07/02/2025,191.24,6.9,Debit Card
1745,1,79,3632,69,2,15/11/2025,256.48,32.4,Cash
1748,3,88,4329,3,2,21/06/2025,266.9,3.3,Credit Card
1749,4,56,3346,1084,2,14/02/2025,114.41,9.6,Cash
1750,1,17,4850,672,5,02/05/2025,247.64,33.9,Online
1751,3,21,3079,555,1,23/02/2025,278.08,9.3,Cash
1754,2,13,4,206,1,17/10/2025,274.78,5.9,Debit Card
1758,2,23,3803,1422,4,07/04/2025,246.21,10.2,Online
1760,2,110,1495,1038,5,29/01/2025,241.71,9.9,Cash
1767,1,58,3920,248,1,07/06/2025,153.34,27.3,Credit Card
1770,4,56,1313,171,2,14/11/2024,94.55,11.4,Debit Card
1771,2,73,4316,338,2,03/01/2025,40.27,3.8,Credit Card
1780,3,53,3980,226,4,13/10/2025,78.72,6.9,Debit Card
1784,2,45,4883,285,2,24/12/2024,85.83,8.4,Online
1789,1,98,2322,236,3,01/04/2025,187.39,28.2,Debit Card
1791,2,89,3021,22,2,20/05/2025,229.34,9.0,Cash
1794,1,86,1932,1403,1,03/01/2025,132.67,23.3,Credit Card
1801,3,14,3004,16,1,29/08/2025,23.47,9.9,Debit Card
1805,4,42,3119,189,4,12/05/2025,147.92,8.6,Debit Card
1806,2,26,2331,217,2,08/08/2025,102.93,5.9,Credit Card
1807,3,115,3709,73,2,26/10/2024,134.43,6.3,Debit Card
1809,1,98,583,236,1,02/11/2024,178.69,30.6,Credit Card
1818,2,43,1803,200,5,10/07/2025,190.95,11.8,Cash
1819,1,118,3518,1303,3,20/08/2025,37.42,23.8,Credit Card
1820,3,115,3366,508,5,20/07/2025,19.48,4.7,Online
1827,4,1,4361,220,4,27/12/2024,214.22,10.5,Online
1828,4,34,2656,218,2,13/09/2025,42.94,9.1,Debit Card
1832,2,11,2133,656,1,22/02/2025,25.57,9.1,Cash
1834,4,56,916,131,5,29/08/2025,276.28,9.2,Online
1836,1,82,3759,299,3,24/07/2025,271.41,32.3,Online
1839,3,21,3253,765,1,03/03/2025,57.77,5.8,Debit Card
1847,3,53,2724,1118,1,02/10/2025,285.22,4.5,Credit Card
1849,1,86,3914,979,2,09/01/2025,151.18,24.7,Online
1850,1,54,4843,221,2,23/01/2025,240.94,32.9,Online
1855,2,110,2438,109,1,18/12/2024,37.93,10.7,Online
1859,1,54,4065,59,2,13/12/2024,260.33,22.1,Cash
1862,2,89,1256,252,1,27/10/2024,124.31,11.9,Debit Card
1863,3,88,659,171,4,04/10/2025,51.6,6.1,Online
1867,2,45,4101,218,1,13/09/2025,195.12,5.3,Credit Card
1868,4,1,2242,1358,4,27/08/2025,58.89,10.5,Cash
1871,3,21,1374,284,1,07/12/2024,228.05,3.2,Debit Card
1872,4,34,3885,82,2,19/12/2024,190.4,6.6,Credit Card
1876,1,58,899,151,2,10/08/2025,20.99,24.1,Credit Card
1879,3,115,4616,1269,2,25/05/2025,49.04,3.9,Online
1882,2,73,767,98,1,22/05/2025,239.95,10.6,Online
1887,3,53,1222,196,2,07/08/2025,176.35,6.0,Credit Card
1890,1,4,90,17,4,16/02/2025,81.37,22.5,Debit Card
1891,4,70,3957,270,1,28/08/2025,247.7,7.0,Cash
1894,4,34,341,1140,5,01/11/2024,287.43,9.0,Debit Card
1896,3,14,431,74,5,02/03/2025,214.07,11.0,Online
1904,2,103,706,204,2,16/04/2025,42.42,8.7,Credit Card
1905,3,14,618,647,1,24/07/2025,188.5,10.3,Online
1906,4,1,2920,1360,5,09/02/2025,17.82,3.5,Cash
1908,2,35,675,282,1,02/07/2025,76.81,6.9,Credit Card
1909,3,46,689,262,1,14/07/2025,133.87,11.6,Cash
1911,3,14,4918,408,1,26/02/2025,67.56,9.9,Online
1918,2,35,3888,211,1,01/10/2024,81.36,11.9,Debit Card
1920,1,59,1695,468,1,25/10/2024,57.18,33.0,Online
1921,4,42,3717,1331,3,17/04/2025,144.56,3.3,Online
1923,3,53,678,236,4,27/07/2025,176.5,5.7,Credit Card
1926,2,69,2746,50,1,14/06/2025,177.96,6.3,Debit Card
1930,3,88,1265,34,4,16/12/2024,240.93,8.2,Cash
1931,2,13,3029,383,3,17/03/2025,256.65,8.0,Debit Card
1934,4,1,2600,45,1,28/08/2025,115.9,11.5,Credit Card
1936,3,46,4759,244,2,22/07/2025,132.53,6.7,Cash
1939,3,14,655,326,5,14/10/2024,60.05,6.1,Cash
1941,1,48,4393,822,4,26/12/2024,264.52,24.3,Credit Card
1944,3,53,343,230,3,02/03/2025,172.92,6.7,Credit Card
1945,3,21,563,104,1,30/09/2025,275.33,4.3,Debit Card
1950,4,70,1247,677,4,14/06/2025,16.41,7.0,Credit Card
1952,2,114,4614,757,2,04/05/2025,265.59,7.6,Debit Card
1953,1,17,624,1196,1,22/11/2024,32.54,25.3,Credit Card
1959,4,56,2619,197,1,15/10/2024,163.85,8.0,Credit Card
1961,2,103,1258,12,2,11/03/2025,94.79,8.9,Credit Card
1969,1,17,1186,170,5,29/08/2025,244.66,22.6,Credit Card
1970,3,88,2376,460,4,17/05/2025,250.38,4.9,Debit Card
1973,1,59,2097,716,1,20/07/2025,96.84,24.0,Cash
1976,1,68,572,190,1,21/02/2025,254.34,29.3,Credit Card
1978,2,45,2722,220,1,16/04/2025,159.13,10.2,Credit Card
1979,4,1,762,2,1,25/01/2025,254.2,5.4,Debit Card
1981,1,79,3306,99,1,14/05/2025,204.43,23.6,Credit Card
1986,2,89,4849,32,1,15/03/2025,278.48,11.4,Credit Card
1987,2,26,3926,53,2,05/12/2025,168.24,11.9,Credit Card
1988,1,68,3399,41,2,07/12/2025,82.08,28.7,Credit Card
1990,2,28,3062,1500,2,16/08/2025,245.6,4.3,Debit Card
1991,3,21,4604,112,1,28/09/2025,69.12,9.8,Cash
1992,2,13,7,242,1,24/10/2024,50.63,10.4,Debit Card
1994,4,1,1185,1146,1,10/09/2025,272.33,8.1,Cash
2001,4,70,3931,1158,3,28/01/2025,265.48,11.9,Online
2003,4,1,885,685,1,04/12/2024,276.44,4.7,Online
2006,3,88,2839,1483,3,05/04/2025,148.86,5.7,Credit Card
2008,1,59,2108,155,4,09/07/2025,121.39,22.2,Online
2009,2,114,2345,284,2,23/11/2024,229.47,4.0,Credit Card
2011,2,13,2843,230,1,24/03/2025,25.56,8.4,Cash
2015,2,23,383,441,5,01/06/2025,258.89,9.9,Online
2016,4,70,1467,85,3,09/05/2025,29.87,3.9,Debit Card
2017,1,50,1932,301,1,28/11/2024,132.67,25.1,Credit Card
2020,1,118,1288,1098,1,18/10/2025,202.49,25.0,Debit Card
2021,2,35,2419,62,4,23/09/2025,88.51,4.3,Credit Card
2022,4,1,463,181,2,22/12/2024,219.34,4.3,Debit Card
2023,4,1,3462,281,4,07/08/2025,22.22,5.1,Credit Card
2028,4,34,3627,1039,2,14/02/2025,241.86,9.4,Credit Card
2033,1,82,551,1281,1,08/09/2025,84.03,22.5,Debit Card
2034,4,56,4162,332,5,29/08/2025,138.85,11.5,Cash
2035,4,1,1088,820,1,29/11/2025,216.54,10.4,Cash
2041,4,70,555,1091,1,08/11/2025,189.31,8.8,Debit Card
2046,2,43,3416,210,1,12/11/2024,13.77,9.9,Cash
2047,1,58,4987,250,2,03/09/2025,288.72,25.9,Credit Card
2051,1,59,3245,1477,5,29/10/2025,34.71,23.2,Cash
2053,4,56,2461,919,3,25/01/2025,193.45,7.0,Cash
2054,2,28,1088,70,5,24/02/2025,216.54,8.7,Credit Card
2055,2,89,3831,4,1,26/06/2025,38.97,11.3,Online
2060,2,114,446,289,1,16/10/2025,284.64,3.9,Cash
2061,1,29,3066,842,1,01/12/2025,278.98,30.2,Cash
2062,1,68,30,157,1,03/05/2025,185.07,33.0,Credit Card
2063,4,31,4383,177,2,19/08/2025,121.14,7.1,Cash
2064,4,56,681,177,3,23/06/2025,264.89,11.3,Credit Card
2065,2,114,2582,85,1,09/03/2025,139.09,9.9,Debit Card
2066,2,32,4105,104,1,13/10/2025,252.85,8.6,Credit Card
2067,4,34,2192,99,4,11/06/2025,69.28,10.3,Credit Card
2070,1,68,1716,330,2,18/02/2025,101.19,22.7,Online
2079,3,115,4526,28,4,05/12/2024,143.67,6.5,Credit Card
2081,2,110,2879,51,2,18/11/2025,162.3,11.0,Online
2082,2,32,2914,506,2,02/12/2025,97.53,9.4,Credit Card
2083,3,115,466,114,3,18/09/2025,134.11,12.0,Online
2085,1,29,2108,130,1,19/11/2025,121.39,30.3,Online
2086,3,21,784,202,3,07/07/2025,168.58,11.6,Debit Card
2088,2,114,3895,50,3,27/11/2025,169.93,10.7,Credit Card
2090,4,31,3097,40,1,03/11/2024,122.34,10.9,Credit Card
2091,1,54,28,96,5,30/11/2024,34.91,33.7,Online
2093,3,21,3682,159,3,17/06/2025,42.37,10.3,Debit Card
2095,4,34,2633,1020,3,01/10/2025,126.07,9.6,Online
2097,4,34,3315,275,4,05/03/2025,7.49,3.6,Credit Card
2099,1,118,1963,1482,4,13/06/2025,81.2,23.9,Cash
2101,2,28,982,204,2,21/02/2025,48.12,4.5,Cash
2103,2,83,3414,133,5,20/03/2025,126.68,6.1,Credit Card
2105,2,114,2009,12,1,16/08/2025,281.07,4.6,Credit Card
2107,3,115,1219,250,1,03/10/2025,127.72,6.9,Cash
2110,2,89,1139,292,5,09/10/2024,178.94,7.5,Debit Card
2111,1,29,2017,191,1,17/07/2025,299.88,30.2,Cash
2112,1,86,4813,253,2,30/10/2025,8.66,26.5,Credit Card
2115,1,54,2848,146,3,13/09/2025,52.71,31.2,Debit Card
2117,3,46,1100,213,3,21/07/2025,111.58,4.3,Debit Card
2119,4,56,660,154,1,03/11/2025,129.42,9.3,Debit Card
2126,2,10,4506,1191,5,15/02/2025,272.83,8.6,Cash
2129,1,48,3592,1134,2,14/06/2025,276.39,32.5,Credit Card
2135,3,46,465,58,2,16/08/2025,108.23,10.9,Credit Card
2142,1,118,1094,154,3,12/09/2025,233.8,25.9,Online
2147,2,45,2263,950,1,20/12/2024,14.36,6.4,Cash
2155,3,14,425,701,1,28/11/2025,259.35,8.5,Cash
2157,3,88,2097,229,1,13/12/2024,96.84,9.5,Debit Card
2158,2,8,4334,35,3,15/10/2024,243.26,8.1,Credit Card
2159,2,13,357,1007,1,04/04/2025,24.08,7.6,Online
2164,2,28,4912,188,2,13/02/2025,161.36,8.0,Online
2165,4,34,4861,163,2,31/10/2024,103.4,9.6,Credit Card
2167,2,103,1867,198,1,10/06/2025,297.52,10.8,Debit Card
2183,4,34,941,192,2,09/01/2025,26.3,5.6,Credit Card
2186,4,31,1125,259,1,28/07/2025,264.72,6.0,Cash
2187,3,21,4630,1029,1,28/01/2025,139.11,7.1,Online
2198,3,53,940,246,3,05/06/2025,191.42,5.1,Debit Card
2202,2,8,4818,548,5,03/06/2025,99.66,7.7,Credit Card
2203,3,14,4495,631,2,07/11/2025,68.61,8.4,Cash
2210,1,4,2013,983,1,15/04/2025,115.47,31.6,Cash
2214,2,26,346,216,4,28/09/2025,80.72,5.7,Debit Card
2216,1,50,1307,1490,4,28/11/2025,85.63,25.9,Cash
2219,3,21,2663,289,1,16/04/2025,161.74,10.9,Online
2220,4,31,2743,409,1,12/10/2025,254.83,8.4,Debit Card
2223,2,8,1933,278,4,30/11/2025,25.3,10.9,Cash
2231,2,45,3805,214,4,15/06/2025,63.43,8.5,Debit Card
2232,2,23,2730,471,2,07/02/2025,116.14,7.8,Cash
2235,3,115,3327,248,5,26/09/2025,146.15,7.3,Debit Card
2239,3,14,2824,198,1,30/06/2025,224.35,8.4,Debit Card
2246,4,42,3034,192,2,01/11/2025,286.79,4.4,Online
2251,2,83,3149,563,1,24/05/2025,44.23,8.8,Debit Card
2262,2,11,4286,968,1,02/04/2025,115.74,9.7,Cash
2271,2,114,353,245,2,01/11/2024,74.09,6.3,Credit Card
2272,3,88,2774,111,1,02/01/2025,205.82,11.2,Credit Card
2278,4,70,3756,146,2,03/09/2025,128.73,3.4,Online
2279,3,53,63,142,3,07/06/2025,115.5,5.0,Online
2281,1,50,3845,257,3,10/11/2025,12.74,27.6,Cash
2283,1,59,2246,1377,4,11/10/2025,204.23,29.6,Credit Card
2284,2,103,1200,899,2,24/12/2024,68.43,6.4,Credit Card
2285,4,34,1569,129,3,20/09/2025,43.39,11.4,Cash
2287,4,70,3817,991,1,10/03/2025,44.85,4.9,Online
2298,2,10,487,103,5,03/05/2025,163.27,5.8,Credit Card
2299,1,59,1499,1132,4,05/02/2025,26.44,29.1,Cash
2303,3,88,2508,247,1,24/05/2025,20.36,8.2,Credit Card
2304,4,34,4127,119,3,04/07/2025,287.08,8.3,Credit Card
2305,1,54,2121,491,2,17/02/2025,238.06,22.7,Credit Card
2307,1,82,3368,108,3,20/06/2025,275.56,31.5,Cash
2309,1,59,2651,293,5,27/11/2024,244.72,23.5,Debit Card
2322,3,46,3210,241,1,08/05/2025,179.13,9.9,Online
2323,3,88,4789,264,2,22/02/2025,176.57,8.4,Online
2326,3,14,4039,134,5,16/07/2025,250.14,8.0,Online
2327,3,53,1192,1023,1,17/10/2025,57.72,7.5,Debit Card
2329,4,56,2840,1471,5,06/10/2024,161.34,10.6,Debit Card
2332,1,118,3745,169,2,24/06/2025,158.73,32.6,Online
2335,4,42,605,173,2,09/02/2025,126.16,6.8,Cash
2337,4,1,75,1229,3,09/07/2025,82.16,9.8,Online
2343,1,54,857,589,4,05/03/2025,165.06,29.0,Cash
2347,4,70,1878,106,1,15/05/2025,217.15,8.1,Cash
2350,2,35,2887,1106,1,10/10/2024,99.77,11.9,Credit Card
2351,2,69,2745,135,3,10/12/2024,208.67,10.2,Debit Card
2352,3,14,1478,336,1,20/06/2025,172.91,6.8,Credit Card
2355,4,56,4733,200,3,18/11/2025,55.86,3.4,Debit Card
2360,3,88,3839,702,3,01/04/2025,288.37,9.0,Credit Card
2362,2,10,1602,39,5,25/06/2025,266.44,6.1,Cash
2364,3,21,2460,147,5,07/09/2025,87.31,9.8,Cash
2366,1,50,3088,71,2,08/04/2025,30.08,31.7,Cash
2369,3,115,611,9,1,01/12/2024,152.11,9.7,Credit Card
2373,4,42,4728,1299,3,07/10/2024,76.14,5.4,Cash
2378,1,59,1857,87,2,21/11/2025,253.11,27.3,Cash
2379,2,35,1821,1126,1,12/07/2025,38.82,3.4,Credit Card
2380,1,54,1026,203,1,28/09/2025,132.39,29.3,Cash
2383,1,3,4850,569,1,19/02/2025,247.64,30.5,Debit Card
2385,1,118,1911,1410,4,14/02/2025,137.17,28.2,Cash
2389,1,48,1106,432,1,24/12/2024,90.48,26.0,Cash
2396,4,42,914,30,2,19/06/2025,174.07,5.7,Online
2397,1,54,3580,318,1,31/10/2024,109.26,30.9,Credit Card
2398,4,1,3436,169,3,20/11/2025,42.4,11.1,Online
2402,2,11,3396,41,3,13/12/2024,180.95,4.5,Online
2418,1,48,4170,51,4,21/09/2025,116.17,26.5,Cash
2419,3,115,2394,135,2,16/02/2025,254.88,4.1,Credit Card
2420,1,58,677,1241,5,16/01/2025,14.08,26.3,Online
2421,4,31,3561,221,3,15/04/2025,20.63,9.8,Credit Card
2423,1,86,3355,24,1,05/03/2025,116.0,23.5,Credit Card
2424,3,115,3137,1153,5,15/06/2025,148.61,4.1,Online
2425,4,42,3696,761,5,03/02/2025,163.57,11.3,Online
2426,3,21,2868,46,4,16/02/2025,179.79,4.9,Credit Card
2439,4,56,2867,170,1,06/12/2025,169.23,11.2,Debit Card
2453,3,88,3260,1260,4,20/09/2025,200.73,10.0,Online
2457,4,42,530,193,2,08/11/2024,191.41,3.9,Cash
2458,4,70,3090,1403,1,25/04/2025,61.26,5.2,Cash
2462,1,54,4678,998,1,11/12/2024,293.67,31.2,Online
2463,2,110,4275,505,4,24/05/2025,5.88,3.2,Credit Card
2475,4,70,3230,318,5,18/11/2025,21.51,10.2,Online
2480,2,73,1139,142,3,30/08/2025,178.94,8.9,Cash
2485,3,115,1912,149,2,28/01/2025,72.02,6.4,Debit Card
2486,2,45,3413,7,3,22/01/2025,28.74,3.3,Credit Card
2492,4,1,2551,294,5,11/10/2025,13.75,3.0,Cash
2494,2,11,2176,155,1,21/11/2025,162.99,7.2,Credit Card
2495,4,1,448,195,1,28/07/2025,272.84,4.7,Cash
2496,1,98,3206,43,2,02/04/2025,55.09,26.6,Cash
2500,4,1,1951,335,1,11/03/2025,293.36,10.1,Debit Card
2504,3,88,2063,907,2,18/02/2025,6.73,9.4,Debit Card
2505,3,53,3473,231,4,28/04/2025,299.63,4.4,Online
2508,2,11,1219,1412,1,09/12/2024,127.72,6.7,Debit Card
2509,4,42,1122,202,1,06/10/2025,264.68,11.4,Credit Card
2513,4,42,4839,1396,3,01/08/2025,186.92,4.2,Cash
2516,4,31,1495,571,4,23/01/2025,241.71,9.2,Online
2518,3,115,1002,202,2,14/11/2025,255.75,5.2,Cash
2524,1,4,4862,49,4,13/02/2025,31.69,31.2,Credit Card
2529,1,82,3956,102,3,29/06/2025,85.16,26.2,Cash
2530,2,110,3552,835,5,18/04/2025,206.13,9.9,Credit Card
2531,4,42,1169,433,1,01/07/2025,163.32,5.7,Credit Card
2537,2,10,1695,297,1,14/01/2025,57.18,10.1,Debit Card
2539,3,46,2460,70,1,06/09/2025,87.31,9.7,Cash
2543,4,31,154,1270,5,27/10/2024,79.36,6.1,Credit Card
2544,2,45,2076,1058,1,15/01/2025,159.48,8.6,Credit Card
2548,2,23,2994,184,4,13/05/2025,250.45,3.8,Online
2549,2,11,1397,60,2,19/05/2025,34.85,9.9,Credit Card
2558,1,82,2684,36,1,22/04/2025,248.46,26.3,Credit Card
2561,4,31,3981,157,5,20/10/2024,18.18,3.8,Cash
2564,1,48,4612,161,3,14/04/2025,82.36,24.7,Credit Card
2567,3,53,1373,170,1,04/10/2025,120.71,4.4,Debit Card
2568,4,56,2314,1419,2,04/02/2025,194.63,7.8,Cash
2573,2,11,4337,215,2,16/08/2025,8.28,7.0,Online
2575,4,42,4908,713,4,23/10/2025,63.53,9.6,Credit Card
2578,4,56,2287,58,3,13/01/2025,65.37,9.5,Credit Card
2583,4,70,3171,258,2,27/11/2024,171.62,8.4,Debit Card
2584,2,23,3440,190,4,10/03/2025,268.54,9.3,Cash
2585,4,1,2171,270,4,19/03/2025,20.35,7.9,Credit Card
2587,4,56,263,268,3,12/10/2025,169.82,4.7,Credit Card
2597,3,21,1805,130,2,18/11/2024,132.9,11.1,Credit Card
2599,4,31,2658,141,2,23/01/2025,188.73,8.3,Debit Card
2600,3,88,741,1020,5,06/11/2024,254.9,10.4,Cash
2601,4,42,3994,157,1,04/09/2025,151.29,5.4,Debit Card
2603,1,86,1319,186,4,21/07/2025,140.37,29.2,Credit Card
