sale_id,store_id,employee_id,product_id,customer_id,quantity,sale_date,unit_price,discount_pct,payment_method,notes
2392,12,102,4732,193,5,2025-11-16,126.36,6.0,Online,Loyalty tier discount applied
2393,12,36,3056,154,5,2024-11-14,122.11,5.2,Cash,Promo code LOYALTY20 applied at checkout
2394,12,102,2851,168,1,2025-06-15,119.81,10.6,Credit Card,Loyalty tier discount applied
2399,12,93,276,1148,1,2024-12-14,225.62,10.8,Cash,Promo code WELCOME15 applied at checkout
2401,11,81,2747,1416,1,2024-10-14,237.46,29.7,Debit Card,Loyalty tier discount applied
2403,9,51,3738,218,1,2025-05-19,68.85,9.7,Credit Card,Price matched to competitor flyer
2407,11,63,4952,1390,1,2024-11-28,279.42,28.4,Online,
2408,11,97,2527,62,1,2025-06-21,288.14,24.2,Debit Card,
2410,11,44,4394,116,1,2025-06-25,96.82,24.1,Debit Card,Price matched to competitor flyer
2411,9,52,3411,802,2,2025-11-19,47.45,7.8,Credit Card,
2412,10,117,3939,54,1,2025-09-20,242.29,24.4,Debit Card,
2413,12,100,3863,825,4,2024-12-20,161.74,9.8,Cash,Loyalty tier discount applied
2414,11,64,2988,527,1,2025-02-03,178.09,31.5,Online,
2416,9,6,3186,218,2,2025-02-24,46.25,5.1,Debit Card,
2417,11,12,1843,251,5,2025-08-05,244.19,26.3,Credit Card,
2427,9,106,869,76,5,2025-08-16,198.56,8.5,Credit Card,Loyalty tier discount applied
2428,11,12,2720,62,1,2025-02-23,163.14,32.2,Cash,
2430,10,16,968,80,2,2025-01-21,230.71,28.8,Credit Card,
2432,9,51,4145,287,1,2025-10-24,115.47,9.4,Cash,
2436,9,65,2776,211,1,2025-08-28,223.15,9.7,Cash,
2437,11,81,918,181,1,2025-09-21,230.83,33.9,Debit Card,Promo code SAVE10 applied at checkout
2438,12,36,1569,1357,1,2025-01-18,43.39,8.2,Cash,Promo code LOYALTY20 applied at checkout
2443,10,16,1721,31,5,2025-03-11,183.31,28.2,Debit Card,Price matched to competitor flyer
2445,12,36,2025,1480,1,2024-11-27,195.16,9.6,Credit Card,
2447,10,101,1352,83,4,2025-09-19,284.13,30.3,Credit Card,
2449,11,97,4955,442,2,2025-03-07,18.85,31.7,Online,Loyalty tier discount applied
2451,10,38,4570,1155,1,2025-09-03,120.43,31.8,Debit Card,Promo code LOYALTY20 applied at checkout
2452,10,38,2702,695,1,2025-08-08,222.73,27.3,Credit Card,Promo code SAVE10 applied at checkout
2454,10,38,3135,1373,1,2025-10-24,219.84,26.6,Cash,Promo code LOYALTY20 applied at checkout
2456,10,16,4315,99,1,2025-04-15,179.55,23.8,Credit Card,Promo code SAVE10 applied at checkout
2461,9,51,4683,43,1,2024-11-19,98.68,8.2,Credit Card,Loyalty tier discount applied
2464,10,39,1245,262,2,2025-07-05,269.81,29.5,Debit Card,
2466,11,81,2671,59,1,2024-10-24,247.76,24.0,Online,
2468,11,97,2529,171,1,2025-02-27,134.52,28.0,Online,
2469,10,55,4709,85,1,2024-11-03,218.13,28.8,Credit Card,
2471,12,100,2932,31,3,2025-02-09,231.32,7.9,Debit Card,
2476,10,71,497,242,3,2025-09-21,10.55,32.4,Online,Price matched to competitor flyer
2478,12,93,1962,496,2,2025-09-18,182.41,8.0,Credit Card,
2479,9,52,1472,261,1,2025-09-12,259.65,9.9,Debit Card,
2482,10,90,2454,124,5,2024-11-04,168.6,23.0,Cash,Promo code SEASON25 applied at checkout
2483,10,39,1393,536,1,2025-07-16,242.53,23.9,Debit Card,Price matched to competitor flyer
2487,10,117,3813,1449,1,2024-10-12,15.25,28.4,Debit Card,Price matched to competitor flyer
2488,10,75,937,27,1,2025-09-19,52.67,22.5,Debit Card,Promo code WELCOME15 applied at checkout
2493,9,2,1707,646,5,2025-05-11,51.77,8.0,Online,Price matched to competitor flyer
2497,12,108,3906,3,2,2025-11-16,263.06,10.2,Debit Card,
2498,10,71,895,133,2,2025-09-19,141.31,22.2,Online,Promo code SAVE10 applied at checkout
2499,12,100,627,943,3,2025-07-13,132.76,6.8,Online,Price matched to competitor flyer
2501,12,60,859,70,2,2025-10-20,108.38,11.2,Cash,Price matched to competitor flyer
2503,10,15,3329,10,3,2025-08-04,83.1,25.1,Cash,Promo code SEASON25 applied at checkout
2506,12,18,3176,139,2,2025-11-28,145.57,10.6,Cash,
2510,11,81,3667,797,2,2024-12-11,286.76,23.9,Credit Card,Loyalty tier discount applied
2514,11,44,4016,452,1,2025-07-08,287.03,25.4,Debit Card,
2517,12,102,4996,1034,5,2024-10-26,251.19,6.3,Online,
2520,9,27,1225,127,3,2025-11-28,174.43,5.6,Online,Promo code SEASON25 applied at checkout
2527,12,108,1372,292,1,2025-01-25,12.36,10.1,Credit Card,Promo code SEASON25 applied at checkout
2533,9,24,2658,79,2,2025-03-19,188.73,5.7,Cash,
2534,9,37,3450,224,2,2025-07-15,152.84,9.8,Online,
2535,11,64,4517,179,1,2025-10-18,95.49,32.7,Debit Card,
2536,12,102,1498,599,1,2025-07-15,29.42,3.4,Debit Card,
2541,9,65,2852,582,2,2024-10-22,14.34,8.7,Credit Card,
2542,11,64,1920,185,5,2025-05-29,181.2,25.3,Credit Card,
2545,10,55,1981,1119,4,2025-10-11,134.44,23.5,Cash,
2546,9,52,3456,328,2,2024-10-01,288.3,5.3,Debit Card,Promo code SEASON25 applied at checkout
2547,11,97,3606,236,4,2025-11-01,240.42,22.7,Online,Promo code SAVE10 applied at checkout
2550,9,52,2117,1345,4,2025-10-25,119.24,8.7,Credit Card,
2552,11,44,3037,907,1,2025-06-13,193.37,33.9,Debit Card,Promo code SAVE10 applied at checkout
2554,11,97,2264,191,1,2025-04-18,70.75,23.2,Cash,
2556,9,37,3245,158,3,2025-11-25,34.71,8.7,Cash,
2557,12,93,2841,97,1,2025-05-28,213.18,8.8,Debit Card,
2563,10,71,3235,271,4,2025-11-11,261.87,32.2,Credit Card,Promo code SAVE10 applied at checkout
2565,11,12,1572,58,1,2024-10-25,60.72,22.8,Credit Card,Loyalty tier discount applied
2571,11,44,632,366,1,2025-08-21,99.08,28.5,Cash,
2572,12,93,1339,281,2,2025-10-29,93.13,4.8,Debit Card,Promo code LOYALTY20 applied at checkout
2574,9,52,3756,42,5,2025-11-19,128.73,10.4,Cash,Promo code SAVE10 applied at checkout
2582,12,60,4111,65,4,2025-01-29,174.78,5.1,Online,Loyalty tier discount applied
2588,11,97,4003,275,1,2024-12-24,251.91,22.4,Debit Card,Promo code SEASON25 applied at checkout
2590,10,33,1605,100,1,2025-12-08,211.29,30.6,Credit Card,
2592,9,6,2003,755,4,2024-12-20,138.63,5.1,Credit Card,Promo code LOYALTY20 applied at checkout
2595,12,93,2540,799,2,2025-06-28,299.19,3.4,Debit Card,
2602,12,93,234,956,2,2025-05-09,124.59,9.4,Credit Card,
2605,9,2,1743,1042,2,2025-11-16,32.87,9.1,Credit Card,
2607,10,55,2291,1439,1,2025-08-13,217.85,24.8,Online,
2610,9,65,1890,1454,1,2024-10-07,252.26,7.2,Credit Card,
2614,12,18,43,799,2,2025-11-09,65.37,4.4,Credit Card,Loyalty tier discount applied
2616,9,111,770,1024,3,2025-04-13,271.96,7.2,Cash,
2617,12,100,1814,121,2,2024-11-01,49.72,5.6,Credit Card,
2619,11,64,2892,131,4,2025-04-01,57.33,28.5,Online,
2630,10,117,4032,288,2,2025-06-22,37.41,31.3,Cash,Promo code SAVE10 applied at checkout
2631,12,108,3402,1233,4,2024-12-22,274.18,3.3,Cash,Price matched to competitor flyer
2632,12,100,437,1024,1,2024-10-03,121.12,6.9,Cash,
2634,12,102,4413,181,2,2024-11-23,91.62,3.4,Online,Promo code LOYALTY20 applied at checkout
2635,9,27,2613,867,5,2025-05-03,50.41,10.1,Cash,
2641,9,27,1192,203,4,2025-12-06,57.72,4.1,Cash,
2644,12,18,4940,252,1,2025-02-15,217.23,4.9,Credit Card,
2647,11,44,395,183,5,2025-08-04,75.45,24.7,Cash,
2650,12,100,737,322,1,2024-11-18,67.56,8.4,Credit Card,
2653,12,102,4742,115,3,2025-10-24,27.94,8.8,Debit Card,
2655,9,27,3334,250,2,2025-05-07,253.53,9.9,Debit Card,Promo code SAVE10 applied at checkout
2665,12,18,992,979,2,2025-12-04,238.45,11.2,Credit Card,Loyalty tier discount applied
2668,10,67,2418,276,5,2025-05-30,16.77,31.8,Credit Card,Price matched to competitor flyer
2669,11,97,1515,666,4,2025-04-28,240.76,25.9,Cash,Promo code SAVE10 applied at checkout
2670,9,2,1620,85,1,2025-03-26,45.88,5.7,Credit Card,
2671,12,102,212,74,4,2025-01-08,253.42,10.8,Credit Card,
2673,10,38,145,1256,2,2025-05-06,47.87,24.5,Credit Card,Loyalty tier discount applied
2674,9,37,608,34,4,2024-11-03,105.15,11.2,Cash,
2675,11,81,4635,180,3,2025-05-16,143.89,32.2,Cash,
2678,11,63,2735,28,4,2025-04-09,256.6,29.9,Credit Card,
2681,10,39,3357,290,1,2025-08-11,110.53,32.8,Credit Card,
2683,9,120,3566,8,1,2024-12-18,245.52,9.5,Credit Card,
2685,11,44,2455,76,1,2025-05-07,195.16,26.7,Credit Card,Loyalty tier discount applied
2690,9,25,849,529,4,2025-07-24,90.13,4.1,Debit Card,
2695,11,63,3982,271,5,2025-09-24,155.88,28.8,Credit Card,
2697,11,12,1595,667,4,2025-06-10,129.67,26.5,Credit Card,
2698,11,63,2978,714,4,2025-04-07,91.01,22.7,Cash,Promo code SEASON25 applied at checkout
2700,12,102,3676,90,5,2025-11-10,204.26,4.8,Credit Card,Promo code SAVE10 applied at checkout
2703,10,16,776,210,1,2024-11-19,240.41,26.0,Debit Card,Promo code LOYALTY20 applied at checkout
2711,10,39,3950,280,2,2025-10-29,264.7,25.1,Debit Card,
2712,10,15,3749,772,1,2025-03-22,11.76,23.6,Debit Card,
2714,11,97,4997,288,3,2025-11-22,111.39,33.2,Debit Card,Promo code WELCOME15 applied at checkout
2716,11,44,3120,119,2,2024-12-07,91.56,32.6,Credit Card,Loyalty tier discount applied
2717,11,81,4853,491,2,2025-06-11,130.89,25.4,Cash,Promo code WELCOME15 applied at checkout
2720,11,81,328,1399,3,2024-10-11,261.9,34.0,Cash,Promo code SAVE10 applied at checkout
2723,9,24,2225,270,1,2025-09-09,227.26,7.9,Online,
2726,10,15,751,1155,3,2025-03-02,38.52,32.9,Cash,Promo code LOYALTY20 applied at checkout
2730,11,44,4983,83,3,2025-04-03,152.36,23.1,Debit Card,Loyalty tier discount applied
2733,9,25,3236,199,2,2025-03-30,173.53,4.3,Cash,
2737,9,6,2660,47,2,2025-05-07,58.61,6.2,Credit Card,Promo code SEASON25 applied at checkout
2742,9,37,2390,618,2,2025-10-16,159.09,9.2,Credit Card,
2745,10,16,3772,76,4,2025-11-05,157.74,24.7,Debit Card,
2748,10,15,640,1158,1,2025-10-13,281.8,26.8,Cash,
2749,10,38,2247,1051,2,2025-02-17,218.47,29.1,Credit Card,
2750,12,18,4289,247,4,2025-04-17,162.3,7.1,Debit Card,
2751,9,111,1742,293,4,2025-10-12,204.08,5.8,Credit Card,
2752,10,15,4375,383,5,2025-08-08,162.5,31.2,Online,Price matched to competitor flyer
2758,12,36,4674,1443,4,2025-10-30,191.28,11.4,Credit Card,
2761,11,64,4229,1004,3,2025-01-25,279.06,32.8,Debit Card,Promo code SAVE10 applied at checkout
2767,11,44,512,165,1,2024-11-13,54.78,26.5,Debit Card,
2769,9,65,3425,333,2,2025-07-20,69.47,6.6,Cash,
2770,11,64,4136,582,4,2025-02-10,71.23,29.6,Debit Card,Promo code WELCOME15 applied at checkout
2773,11,12,634,136,2,2024-10-01,70.33,27.7,Debit Card,Price matched to competitor flyer
2775,10,75,2798,972,1,2025-06-30,253.38,30.4,Credit Card,
2776,9,65,2500,113,2,2025-03-20,14.47,5.0,Debit Card,
2781,10,90,1385,259,2,2024-11-05,67.82,30.3,Online,Promo code LOYALTY20 applied at checkout
2783,10,75,3131,349,1,2025-01-28,279.22,22.6,Online,
2788,10,55,4521,295,1,2024-11-05,205.87,24.7,Cash,Promo code SAVE10 applied at checkout
2793,9,2,1775,290,5,2024-12-21,37.24,5.7,Online,Loyalty tier discount applied
2795,10,67,4026,94,4,2025-11-01,11.28,25.5,Debit Card,Price matched to competitor flyer
2799,10,15,2559,1084,2,2025-10-04,207.06,25.2,Cash,Promo code WELCOME15 applied at checkout
2801,10,87,2057,199,2,2025-02-05,75.43,27.7,Cash,Price matched to competitor flyer
2802,12,60,4062,1427,2,2024-11-24,254.38,5.2,Debit Card,Price matched to competitor flyer
2805,10,15,2083,240,2,2024-10-21,24.97,29.2,Cash,
2806,9,106,1448,27,1,2025-05-10,125.82,9.5,Debit Card,Promo code SAVE10 applied at checkout
2807,9,106,1113,179,1,2025-08-05,155.61,4.2,Online,
2809,9,25,712,81,5,2025-02-01,199.64,7.2,Credit Card,Price matched to competitor flyer
2811,12,93,3205,1034,1,2025-09-08,164.78,11.8,Online,Loyalty tier discount applied
2812,12,100,3004,1074,3,2025-03-02,23.47,6.3,Debit Card,
2824,10,90,2046,700,1,2025-11-10,262.43,30.6,Credit Card,Price matched to competitor flyer
2825,9,120,1512,1279,1,2025-04-15,119.69,10.7,Credit Card,Promo code SEASON25 applied at checkout
2826,11,12,3230,227,1,2024-10-17,21.51,26.1,Debit Card,Price matched to competitor flyer
2831,11,64,2900,953,4,2025-08-17,159.31,23.6,Credit Card,Price matched to competitor flyer
2832,11,12,3063,202,2,2025-01-03,140.87,26.1,Cash,Loyalty tier discount applied
2837,11,12,3813,224,3,2025-03-09,15.25,22.9,Debit Card,Promo code SEASON25 applied at checkout
2842,10,75,3059,825,1,2025-03-20,102.51,26.5,Online,Price matched to competitor flyer
2843,10,101,538,150,3,2025-03-18,188.69,30.8,Debit Card,
2848,11,63,2709,381,4,2025-02-03,210.03,30.4,Debit Card,Price matched to competitor flyer
2850,9,37,401,809,5,2025-05-10,198.22,4.2,Debit Card,
2851,12,100,934,90,2,2025-12-03,20.39,10.6,Debit Card,
2853,11,64,3702,356,2,2025-08-22,97.98,28.8,Credit Card,
2855,11,97,4634,29,1,2025-08-21,286.81,27.8,Credit Card,Promo code WELCOME15 applied at checkout
2860,9,24,4993,123,1,2025-02-19,109.89,11.8,Credit Card,Price matched to competitor flyer
2861,9,51,2494,245,3,2024-10-30,68.24,9.0,Online,Promo code WELCOME15 applied at checkout
2864,10,38,1798,185,2,2024-11-08,118.45,33.8,Debit Card,
2865,11,12,1560,892,3,2025-02-23,18.78,33.9,Cash,Loyalty tier discount applied
2879,10,16,2542,505,1,2024-11-06,156.7,22.2,Credit Card,
2883,9,51,2158,285,2,2025-06-27,117.03,7.3,Debit Card,Promo code LOYALTY20 applied at checkout
2890,10,117,4830,111,2,2025-07-23,275.48,23.3,Debit Card,Loyalty tier discount applied
2897,9,27,1674,460,4,2025-04-11,7.65,11.7,Cash,Promo code LOYALTY20 applied at checkout
2898,11,81,4880,249,4,2025-12-07,230.99,29.6,Debit Card,
2899,12,100,4118,210,1,2024-11-04,155.32,7.0,Cash,Price matched to competitor flyer
2902,12,93,1445,107,1,2025-03-06,262.56,5.1,Cash,
2904,10,87,435,377,4,2025-06-07,50.73,32.4,Debit Card,
2906,9,120,1796,634,1,2025-08-24,247.45,5.4,Debit Card,Promo code SAVE10 applied at checkout
2907,9,24,1307,1184,4,2024-10-31,85.63,7.7,Credit Card,
2914,10,67,2082,68,3,2024-10-30,200.67,25.0,Credit Card,
2915,9,2,635,148,1,2024-12-23,261.12,9.6,Debit Card,
2916,12,102,85,6,1,2025-08-12,101.72,10.1,Cash,Promo code SEASON25 applied at checkout
2918,10,39,2025,3,1,2025-01-31,195.16,23.8,Cash,Promo code SAVE10 applied at checkout
2921,10,101,4449,1052,4,2025-11-01,21.26,27.9,Cash,
2922,11,12,1933,883,2,2024-11-10,25.3,33.8,Online,Promo code SEASON25 applied at checkout
2923,9,2,294,127,5,2025-06-15,30.32,10.0,Online,Price matched to competitor flyer
2929,10,90,3805,20,2,2025-08-13,63.43,29.2,Credit Card,
2931,10,87,2372,1385,1,2025-06-25,297.14,23.1,Cash,
2935,10,90,3479,380,5,2025-01-02,35.53,30.4,Cash,
2937,10,67,3297,825,1,2025-03-31,223.68,30.4,Credit Card,Promo code SEASON25 applied at checkout
2938,12,100,1206,260,2,2024-11-07,205.44,7.0,Debit Card,
2941,10,101,1294,143,5,2025-10-14,144.13,29.2,Cash,Loyalty tier discount applied
2942,10,87,639,198,1,2025-08-23,90.79,30.5,Credit Card,Promo code SEASON25 applied at checkout
2946,12,108,2182,87,2,2025-10-28,126.45,7.1,Debit Card,Promo code WELCOME15 applied at checkout
2947,11,44,3814,57,1,2024-11-17,264.67,27.6,Debit Card,
2949,10,117,2284,81,2,2025-02-23,292.26,28.6,Debit Card,
2950,11,12,3972,102,5,2025-01-23,103.03,23.1,Debit Card,
2955,10,87,1159,45,5,2025-01-29,123.62,32.4,Credit Card,
2960,12,60,774,352,1,2025-12-07,158.15,6.2,Online,
2967,11,97,1912,255,1,2024-11-19,72.02,27.5,Online,Price matched to competitor flyer
2970,10,117,1319,1230,1,2024-10-15,140.37,32.0,Debit Card,
2972,12,60,1303,585,3,2025-11-06,141.84,5.5,Credit Card,
2973,10,16,649,1239,2,2025-10-10,43.69,30.6,Cash,Promo code LOYALTY20 applied at checkout
2976,9,24,2830,114,5,2025-05-05,266.57,7.8,Debit Card,Promo code SEASON25 applied at checkout
2978,12,18,2500,127,5,2025-11-09,14.47,8.5,Credit Card,Promo code LOYALTY20 applied at checkout
2987,9,65,2631,1271,4,2025-01-03,83.18,8.2,Credit Card,Promo code SEASON25 applied at checkout
2988,12,108,76,13,1,2025-07-18,154.35,10.5,Cash,
2996,10,101,513,132,1,2025-01-29,132.35,25.3,Debit Card,
2997,9,37,1148,913,1,2024-10-10,41.76,9.0,Online,Price matched to competitor flyer
3005,9,106,2784,838,4,2025-09-28,252.18,6.6,Credit Card,
3011,9,27,3565,1070,2,2025-08-01,62.8,8.1,Online,
3014,9,37,1119,284,3,2025-01-11,277.9,3.3,Online,Price matched to competitor flyer
3016,12,93,112,217,2,2024-12-24,218.42,4.3,Credit Card,
3018,11,97,3338,45,4,2024-11-27,259.54,26.9,Credit Card,Loyalty tier discount applied
3021,12,102,2662,200,1,2025-02-06,293.19,3.9,Cash,Price matched to competitor flyer
3022,11,63,1203,107,4,2025-03-23,184.19,23.2,Credit Card,Promo code WELCOME15 applied at checkout
3027,12,36,459,945,1,2025-07-08,18.18,5.8,Debit Card,Loyalty tier discount applied
3028,12,108,3858,183,4,2024-11-11,23.91,6.9,Cash,Promo code WELCOME15 applied at checkout
3030,9,52,41,1349,2,2025-05-25,175.14,9.8,Debit Card,
3031,11,63,3277,139,1,2025-10-10,77.61,25.8,Online,
3032,10,75,197,657,2,2024-10-13,29.22,24.0,Cash,
3033,12,93,2741,29,1,2025-08-05,53.61,6.2,Cash,Loyalty tier discount applied
3037,12,108,559,208,2,2024-11-10,217.05,4.7,Online,
3039,12,100,2133,292,2,2025-02-01,25.57,8.9,Credit Card,
3040,12,36,1594,53,4,2025-10-03,128.6,11.6,Cash,Promo code SEASON25 applied at checkout
3042,12,60,4891,286,2,2025-06-11,270.82,7.1,Credit Card,
3044,11,81,4393,56,2,2024-10-22,264.52,22.5,Debit Card,Price matched to competitor flyer
3048,11,63,1201,190,5,2025-07-23,34.33,26.6,Debit Card,
3049,12,18,390,543,3,2025-08-18,259.74,11.7,Credit Card,
3051,10,55,2009,293,5,2025-01-25,281.07,22.1,Debit Card,
3053,9,2,2226,35,5,2025-07-02,72.47,10.7,Debit Card,
3058,11,12,2626,239,1,2025-07-08,103.93,27.0,Credit Card,Promo code LOYALTY20 applied at checkout
3060,12,108,2282,1141,1,2024-12-08,8.35,5.2,Debit Card,Promo code SAVE10 applied at checkout
3062,10,33,3579,474,1,2024-10-21,150.11,27.6,Debit Card,
3065,11,63,861,594,1,2025-01-10,258.81,28.1,Credit Card,
3068,10,101,2416,164,2,2025-08-27,79.57,23.9,Online,
3070,9,25,853,953,1,2025-10-07,140.55,9.2,Online,
3072,11,64,2935,293,5,2025-08-30,17.77,29.2,Debit Card,Promo code SEASON25 applied at checkout
3076,11,97,4605,791,2,2025-10-19,8.96,28.1,Cash,
3077,12,18,1142,481,2,2025-07-25,103.2,10.1,Credit Card,
3082,12,108,3835,65,2,2024-12-12,132.49,11.2,Cash,Loyalty tier discount applied
3084,11,63,1669,571,3,2025-01-20,137.11,25.2,Credit Card,Promo code SAVE10 applied at checkout
3087,10,87,300,202,2,2025-10-11,147.94,31.5,Credit Card,
3088,9,111,3499,74,1,2025-01-06,297.78,9.3,Cash,Price matched to competitor flyer
3095,10,38,3700,670,1,2024-11-23,110.95,31.3,Cash,
3105,12,36,1646,818,1,2025-01-05,164.12,9.0,Credit Card,Price matched to competitor flyer
3112,9,24,4772,315,5,2024-10-25,251.16,9.9,Debit Card,
3118,12,36,378,343,4,2024-11-27,245.16,3.7,Credit Card,
3122,9,120,3471,1312,5,2025-03-31,27.97,4.8,Credit Card,Promo code LOYALTY20 applied at checkout
3123,12,18,2104,82,1,2024-10-09,41.34,9.9,Credit Card,
3124,9,111,4050,619,1,2024-10-02,34.42,4.4,Debit Card,Price matched to competitor flyer
3127,12,100,2091,37,3,2025-01-22,140.78,8.0,Debit Card,Promo code SEASON25 applied at checkout
3139,12,108,637,151,5,2025-02-05,242.17,5.4,Credit Card,Price matched to competitor flyer
3140,12,93,4504,599,4,2025-11-30,109.51,10.1,Online,Promo code LOYALTY20 applied at checkout
3144,9,25,2807,290,1,2025-07-30,135.26,8.7,Debit Card,Promo code LOYALTY20 applied at checkout
3146,9,27,1871,393,1,2024-11-24,243.77,10.8,Online,Promo code WELCOME15 applied at checkout
3148,10,117,3430,1443,1,2025-11-15,129.32,27.6,Debit Card,
3149,10,101,3517,55,1,2024-11-08,74.38,33.6,Credit Card,Price matched to competitor flyer
3157,12,100,4965,1341,5,2024-11-22,30.71,7.2,Credit Card,
3158,9,111,3836,196,1,2025-11-27,108.06,10.8,Debit Card,Promo code SAVE10 applied at checkout
3160,12,60,1643,52,4,2025-02-10,32.75,5.1,Credit Card,Price matched to competitor flyer
3166,11,64,4702,154,4,2024-11-08,231.73,23.6,Credit Card,
3169,12,100,1406,173,2,2024-11-03,44.07,7.0,Cash,Loyalty tier discount applied
3172,9,65,1511,95,2,2025-05-22,287.82,3.9,Cash,Price matched to competitor flyer
3173,12,108,1770,58,2,2025-09-02,194.34,11.2,Debit Card,Promo code SEASON25 applied at checkout
3178,9,27,2892,283,2,2025-04-28,57.33,6.6,Cash,Promo code SAVE10 applied at checkout
3184,10,16,2324,1137,1,2024-10-12,18.95,33.8,Cash,
3191,12,93,3323,1436,2,2025-02-11,162.83,7.3,Credit Card,
3194,11,63,2387,897,2,2025-11-21,278.01,33.4,Debit Card,
3198,9,37,4914,249,1,2024-10-26,66.81,10.2,Credit Card,Loyalty tier discount applied
3199,12,93,889,193,1,2024-10-16,88.92,6.4,Credit Card,
3200,12,108,61,125,4,2025-11-12,294.97,8.3,Online,
3209,12,108,3139,240,1,2024-11-16,174.85,3.6,Credit Card,
3210,12,60,2518,65,4,2025-03-12,153.34,7.2,Cash,
3217,9,27,142,45,2,2025-06-21,149.3,10.7,Online,Loyalty tier discount applied
3218,12,60,3457,245,5,2025-10-27,254.16,10.9,Credit Card,Loyalty tier discount applied
3227,10,33,3660,235,1,2025-11-09,19.6,30.8,Online,
3228,12,18,1936,282,5,2025-05-23,74.28,5.3,Cash,
3231,11,81,2812,239,1,2025-08-26,299.63,29.8,Online,Loyalty tier discount applied
3232,11,12,4323,159,1,2025-09-29,133.58,22.7,Debit Card,Price matched to competitor flyer
3234,9,6,4383,1191,1,2025-11-30,121.14,8.6,Debit Card,
3235,9,52,3619,180,1,2025-08-09,203.19,11.5,Online,Price matched to competitor flyer
3237,11,44,1393,106,3,2025-04-23,242.53,22.5,Cash,
3238,10,15,2014,46,4,2025-04-08,131.51,22.7,Credit Card,
3239,11,44,4057,189,4,2025-08-25,65.21,32.1,Debit Card,Price matched to competitor flyer
3240,11,64,3665,204,5,2025-05-13,76.94,28.5,Debit Card,Loyalty tier discount applied
3242,9,120,3958,52,1,2025-02-17,57.58,4.9,Debit Card,
3245,9,6,4923,37,2,2025-02-28,167.19,11.3,Debit Card,Price matched to competitor flyer
3247,12,108,2111,280,2,2025-03-10,27.97,10.9,Cash,
3261,11,44,2657,293,3,2025-01-09,205.72,31.4,Debit Card,
3266,12,108,2008,135,5,2025-06-05,212.69,4.2,Online,
3269,11,97,182,1403,1,2025-02-11,193.45,31.8,Debit Card,Promo code LOYALTY20 applied at checkout
3273,9,106,4898,156,1,2025-07-28,247.7,3.3,Credit Card,Promo code SAVE10 applied at checkout
3276,9,6,3873,276,1,2024-11-19,282.74,9.0,Online,
3278,10,55,3690,865,4,2025-03-03,38.07,30.2,Cash,Loyalty tier discount applied
3279,11,63,1907,290,2,2024-11-08,7.63,33.4,Credit Card,Price matched to competitor flyer
3282,10,117,1310,33,1,2024-10-04,19.16,22.4,Online,
3284,9,120,2417,1117,4,2024-10-05,15.38,11.8,Cash,
3285,11,97,2348,991,2,2025-03-05,191.86,25.0,Credit Card,Promo code SAVE10 applied at checkout
3287,9,6,2520,163,1,2024-10-21,273.62,11.2,Cash,Loyalty tier discount applied
3294,9,27,3691,15,2,2025-01-15,104.89,3.4,Online,
3297,10,67,634,37,4,2025-04-27,70.33,31.4,Credit Card,Promo code SAVE10 applied at checkout
3302,9,51,3777,107,1,2025-04-24,68.11,9.4,Cash,
3304,12,108,3923,1219,3,2024-12-20,188.77,8.7,Credit Card,Loyalty tier discount applied
3305,11,81,4665,229,1,2025-06-17,167.64,26.8,Debit Card,Promo code SAVE10 applied at checkout
3306,12,100,2465,1359,2,2025-09-26,111.69,4.1,Debit Card,Promo code WELCOME15 applied at checkout
3307,11,44,2530,101,2,2025-04-17,270.38,30.3,Debit Card,
3310,10,55,2016,1336,2,2025-01-24,60.02,25.9,Online,Price matched to competitor flyer
3314,11,81,4922,52,5,2025-10-04,57.57,33.5,Credit Card,
3315,9,2,369,92,2,2025-06-04,237.58,9.8,Cash,
3324,10,117,888,222,2,2025-05-26,299.94,26.1,Credit Card,
3326,12,60,4492,651,5,2024-11-13,81.38,4.9,Debit Card,
3328,12,18,3602,167,2,2025-01-27,61.91,4.6,Cash,
3331,9,6,3358,37,2,2025-05-30,295.84,9.4,Credit Card,
3336,9,27,2154,73,2,2025-07-02,10.49,11.9,Cash,
3337,12,60,4608,725,1,2025-01-31,11.99,11.5,Credit Card,
3338,11,97,2638,1462,1,2025-01-11,63.77,22.4,Credit Card,
3339,12,100,155,196,5,2025-02-16,275.61,10.1,Credit Card,
3340,10,101,2065,1091,1,2025-11-28,219.74,26.2,Debit Card,
3341,9,52,4843,200,2,2024-11-09,240.94,3.2,Credit Card,Promo code SEASON25 applied at checkout
3342,10,16,3195,471,1,2024-11-05,33.32,22.6,Debit Card,Promo code LOYALTY20 applied at checkout
3344,9,24,3534,730,2,2025-04-01,175.95,10.0,Credit Card,Promo code SEASON25 applied at checkout
3357,12,93,3045,12,5,2025-07-03,270.16,4.9,Debit Card,
3361,12,93,2591,1034,1,2024-10-27,225.31,6.2,Debit Card,Loyalty tier discount applied
3363,10,87,3755,1221,5,2025-11-01,166.01,28.0,Debit Card,
3367,12,93,774,484,3,2025-05-06,158.15,4.8,Debit Card,
3369,11,81,1700,4,1,2025-01-26,284.79,24.3,Debit Card,
3373,12,60,3777,87,1,2025-04-01,68.11,4.3,Debit Card,Promo code SEASON25 applied at checkout
3374,11,97,1661,479,2,2025-03-13,263.33,25.4,Debit Card,Promo code LOYALTY20 applied at checkout
